"League","Country","Season","Date","Home","HomeGoals","Away","AwayGoals"
"Ligue 1","FRA","2022","2022-05-01","Brest","2","Clermont Foot","0"
"Ligue 1","FRA","2022","2022-05-01","Monaco","2","Angers","0"
"Ligue 1","FRA","2022","2022-05-01","Montpellier","2","Metz","2"
"Ligue 1","FRA","2022","2022-05-01","Lorient","1","Reims","2"
"Ligue 1","FRA","2022","2022-05-01","Bordeaux","0","Nice","1"
"Ligue 1","FRA","2022","2022-05-01","Marseille","0","Lyon","3"
"Ligue 1","FRA","2022","2022-05-06","Lille","1","Monaco","2"
"Ligue 1","FRA","2022","2022-05-07","Brest","0","Strasbourg","1"
"Ligue 1","FRA","2022","2022-05-08","Metz","3","Lyon","2"
"Ligue 1","FRA","2022","2022-05-08","Clermont Foot","2","Montpellier","1"
"Ligue 1","FRA","2022","2022-05-08","Angers","4","Bordeaux","1"
"Ligue 1","FRA","2022","2022-05-08","Reims","1","Lens","2"
"Ligue 1","FRA","2022","2022-05-08","Lorient","0","Marseille","3"
"Ligue 1","FRA","2022","2022-05-08","Paris S-G","2","Troyes","2"
"Ligue 1","FRA","2022","2022-05-11","Nice","4","Saint-<U+00C3><U+0089>tienne","2"
"Ligue 1","FRA","2022","2022-05-11","Nantes","2","Rennes","1"
"Ligue 1","FRA","2022","2022-05-14","Nice","1","Lille","3"
"Ligue 1","FRA","2022","2022-05-14","Bordeaux","0","Lorient","0"
"Ligue 1","FRA","2022","2022-05-14","Montpellier","0","Paris S-G","4"
"Ligue 1","FRA","2022","2022-05-14","Rennes","2","Marseille","0"
"Ligue 1","FRA","2022","2022-05-14","Monaco","4","Brest","2"
"Ligue 1","FRA","2022","2022-05-14","Troyes","1","Lens","3"
"Ligue 1","FRA","2022","2022-05-14","Strasbourg","1","Clermont Foot","0"
"Ligue 1","FRA","2022","2022-05-14","Metz","1","Angers","0"
"Ligue 1","FRA","2022","2022-05-14","Lyon","3","Nantes","2"
"Ligue 1","FRA","2022","2022-05-14","Saint-<U+00C3><U+0089>tienne","1","Reims","2"
"Ligue 1","FRA","2022","2022-05-21","Lille","2","Rennes","2"
"Ligue 1","FRA","2022","2022-05-21","Brest","2","Bordeaux","4"
"Ligue 1","FRA","2022","2022-05-21","Nantes","1","Saint-<U+00C3><U+0089>tienne","1"
"Ligue 1","FRA","2022","2022-05-21","Clermont Foot","1","Lyon","2"
"Ligue 1","FRA","2022","2022-05-21","Angers","2","Montpellier","0"
"Ligue 1","FRA","2022","2022-05-21","Lorient","1","Troyes","1"
"Ligue 1","FRA","2022","2022-05-21","Paris S-G","5","Metz","0"
"Ligue 1","FRA","2022","2022-05-21","Reims","2","Nice","3"
"Ligue 1","FRA","2022","2022-05-21","Marseille","4","Strasbourg","0"
"Ligue 1","FRA","2022","2022-05-21","Lens","2","Monaco","2"
"Ligue 1","FRA","2022","2021-08-27","Nantes","0","Lyon","1"
"Ligue 1","FRA","2022","2021-08-28","Nice","4","Bordeaux","0"
"Ligue 1","FRA","2022","2021-08-28","Marseille","3","Saint-<U+00C3><U+0089>tienne","1"
"Ligue 1","FRA","2022","2021-08-29","Troyes","1","Monaco","2"
"Ligue 1","FRA","2022","2021-08-29","Strasbourg","3","Brest","1"
"Ligue 1","FRA","2022","2021-08-29","Angers","2","Rennes","0"
"Ligue 1","FRA","2022","2021-08-29","Lens","2","Lorient","2"
"Ligue 1","FRA","2022","2021-08-29","Clermont Foot","2","Metz","2"
"Ligue 1","FRA","2022","2021-08-29","Lille","2","Montpellier","1"
"Ligue 1","FRA","2022","2021-08-29","Reims","0","Paris S-G","2"
"Ligue 1","FRA","2022","2021-09-10","Lorient","2","Lille","1"
"Ligue 1","FRA","2022","2021-09-11","Paris S-G","4","Clermont Foot","0"
"Ligue 1","FRA","2022","2021-09-11","Monaco","0","Marseille","2"
"Ligue 1","FRA","2022","2021-09-12","Montpellier","2","Saint-<U+00C3><U+0089>tienne","0"
"Ligue 1","FRA","2022","2021-09-12","Rennes","0","Reims","2"
"Ligue 1","FRA","2022","2021-09-12","Bordeaux","2","Lens","3"
"Ligue 1","FRA","2022","2021-09-12","Brest","1","Angers","1"
"Ligue 1","FRA","2022","2021-09-12","Metz","0","Troyes","2"
"Ligue 1","FRA","2022","2021-09-12","Nantes","0","Nice","2"
"Ligue 1","FRA","2022","2021-09-12","Lyon","3","Strasbourg","1"
"Ligue 1","FRA","2022","2021-09-17","Strasbourg","3","Metz","0"
"Ligue 1","FRA","2022","2021-09-18","Lens","1","Lille","0"
"Ligue 1","FRA","2022","2021-09-18","Saint-<U+00C3><U+0089>tienne","1","Bordeaux","2"
"Ligue 1","FRA","2022","2021-09-19","Nice","2","Monaco","2"
"Ligue 1","FRA","2022","2021-09-19","Troyes","1","Montpellier","1"
"Ligue 1","FRA","2022","2021-09-19","Clermont Foot","1","Brest","1"
"Ligue 1","FRA","2022","2021-09-19","Reims","0","Lorient","0"
"Ligue 1","FRA","2022","2021-09-19","Angers","1","Nantes","4"
"Ligue 1","FRA","2022","2021-09-19","Marseille","2","Rennes","0"
"Ligue 1","FRA","2022","2021-09-19","Paris S-G","2","Lyon","1"
"Ligue 1","FRA","2022","2021-09-22","Rennes","6","Clermont Foot","0"
"Ligue 1","FRA","2022","2021-09-22","Nantes","3","Brest","1"
"Ligue 1","FRA","2022","2021-09-22","Lille","2","Reims","1"
"Ligue 1","FRA","2022","2021-09-22","Montpellier","3","Bordeaux","3"
"Ligue 1","FRA","2022","2021-09-22","Monaco","3","Saint-<U+00C3><U+0089>tienne","1"
"Ligue 1","FRA","2022","2021-09-22","Lyon","3","Troyes","1"
"Ligue 1","FRA","2022","2021-09-22","Lens","0","Strasbourg","1"
"Ligue 1","FRA","2022","2021-09-22","Lorient","1","Nice","0"
"Ligue 1","FRA","2022","2021-09-22","Angers","0","Marseille","0"
"Ligue 1","FRA","2022","2021-09-22","Metz","1","Paris S-G","2"
"Ligue 1","FRA","2022","2021-09-25","Saint-<U+00C3><U+0089>tienne","0","Nice","3"
"Ligue 1","FRA","2022","2021-09-25","Strasbourg","1","Lille","2"
"Ligue 1","FRA","2022","2021-09-25","Paris S-G","2","Montpellier","0"
"Ligue 1","FRA","2022","2021-09-25","Lyon","1","Lorient","1"
"Ligue 1","FRA","2022","2021-09-26","Bordeaux","1","Rennes","1"
"Ligue 1","FRA","2022","2021-09-26","Troyes","1","Angers","1"
"Ligue 1","FRA","2022","2021-09-26","Brest","1","Metz","2"
"Ligue 1","FRA","2022","2021-09-26","Reims","3","Nantes","1"
"Ligue 1","FRA","2022","2021-09-26","Clermont Foot","1","Monaco","3"
"Ligue 1","FRA","2022","2021-09-26","Marseille","2","Lens","3"
"Ligue 1","FRA","2022","2021-10-01","Lens","2","Reims","0"
"Ligue 1","FRA","2022","2021-10-02","Montpellier","1","Strasbourg","1"
"Ligue 1","FRA","2022","2021-10-02","Nice","2","Brest","1"
"Ligue 1","FRA","2022","2021-10-03","Rennes","2","Paris S-G","0"
"Ligue 1","FRA","2022","2021-10-03","Lorient","1","Clermont Foot","1"
"Ligue 1","FRA","2022","2021-10-03","Monaco","3","Bordeaux","0"
"Ligue 1","FRA","2022","2021-10-03","Angers","3","Metz","2"
"Ligue 1","FRA","2022","2021-10-03","Nantes","2","Troyes","0"
"Ligue 1","FRA","2022","2021-10-03","Lille","2","Marseille","0"
"Ligue 1","FRA","2022","2021-10-03","Saint-<U+00C3><U+0089>tienne","1","Lyon","1"
"Ligue 1","FRA","2022","2022-05-26","Auxerre","1","Saint-<U+00C3><U+0089>tienne","1"
"Ligue 1","FRA","2022","2022-05-29","Saint-<U+00C3><U+0089>tienne","1","Auxerre","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-18","Bayern Munich","3","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-19","Hertha BSC","2","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-19","Mainz 05","0","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-19","Wolfsburg","0","Dortmund","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-19","Hoffenheim","1","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-19","Hamburger SV","1","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-19","Schalke 04","2","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-20","Freiburg","0","Eint Frankfurt","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-20","M'Gladbach","1","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-27","Mainz 05","1","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-28","Hertha BSC","2","Hamburger SV","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-28","Schalke 04","1","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-28","Hoffenheim","1","M'Gladbach","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-28","Hannover 96","4","Dortmund","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-28","Leverkusen","2","K<U+00C3><U+00B6>ln","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-28","Bayern Munich","2","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-29","Werder Bremen","0","Augsburg","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-29","Stuttgart","3","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-03","Eint Frankfurt","2","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-04","Augsburg","1","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-04","Hamburger SV","3","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-04","Freiburg","0","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-04","RB Leipzig","2","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-04","M'Gladbach","1","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-04","Dortmund","1","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-05","K<U+00C3><U+00B6>ln","0","Hoffenheim","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-05","Wolfsburg","3","Hertha BSC","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-17","Stuttgart","2","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-18","Mainz 05","1","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-18","Bayern Munich","3","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-18","Wolfsburg","3","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-18","Hoffenheim","1","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-18","Leverkusen","2","RB Leipzig","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-18","Hertha BSC","2","M'Gladbach","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-19","Schalke 04","2","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-19","Werder Bremen","4","Hannover 96","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-24","Hannover 96","1","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-25","Eint Frankfurt","0","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-25","Augsburg","2","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-25","RB Leipzig","2","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-25","Dortmund","4","Schalke 04","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-25","Freiburg","2","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-25","M'Gladbach","2","Bayern Munich","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-26","Hamburger SV","3","Hoffenheim","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-11-26","K<U+00C3><U+00B6>ln","0","Hertha BSC","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-01","Freiburg","0","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-02","Bayern Munich","3","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-02","Leverkusen","1","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-02","Hoffenheim","4","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-02","Mainz 05","1","Augsburg","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-02","Werder Bremen","1","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-02","Schalke 04","2","K<U+00C3><U+00B6>ln","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-03","Hertha BSC","1","Eint Frankfurt","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-03","Wolfsburg","3","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-08","Stuttgart","0","Leverkusen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-09","RB Leipzig","2","Mainz 05","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-09","Hamburger SV","0","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-09","Dortmund","1","Werder Bremen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-09","Eint Frankfurt","0","Bayern Munich","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-09","M'Gladbach","1","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-10","K<U+00C3><U+00B6>ln","3","Freiburg","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-10","Hannover 96","2","Hoffenheim","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-10","Augsburg","1","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-12","Wolfsburg","1","RB Leipzig","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-12","Hamburger SV","1","Eint Frankfurt","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-12","Mainz 05","0","Dortmund","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-12","Freiburg","1","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-13","Hoffenheim","1","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-13","Schalke 04","3","Augsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-13","Leverkusen","1","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-13","Hertha BSC","3","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-13","Bayern Munich","1","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-15","M'Gladbach","3","Hamburger SV","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-16","Stuttgart","0","Bayern Munich","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-16","Augsburg","3","Freiburg","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-16","Eint Frankfurt","2","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-16","K<U+00C3><U+00B6>ln","1","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-16","Werder Bremen","2","Mainz 05","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-16","Dortmund","2","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-17","Hannover 96","4","Leverkusen","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-12-17","RB Leipzig","2","Hertha BSC","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-12","Leverkusen","1","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-13","Eint Frankfurt","1","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-13","Stuttgart","1","Hertha BSC","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-13","Werder Bremen","1","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-13","Hannover 96","3","Mainz 05","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-13","Augsburg","1","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-13","RB Leipzig","3","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-14","K<U+00C3><U+00B6>ln","2","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-14","Dortmund","0","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-19","Hertha BSC","1","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-20","Wolfsburg","1","Eint Frankfurt","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-20","Mainz 05","3","Stuttgart","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-20","M'Gladbach","2","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-20","Hoffenheim","1","Leverkusen","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-20","Freiburg","2","RB Leipzig","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-20","Hamburger SV","0","K<U+00C3><U+00B6>ln","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-21","Bayern Munich","4","Werder Bremen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-21","Schalke 04","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-25","K<U+00C3><U+00B6>ln","1","Hamburger SV","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-26","Eint Frankfurt","0","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-26","Augsburg","2","M'Gladbach","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-26","Stuttgart","1","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-26","Leverkusen","2","Hoffenheim","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-26","Werder Bremen","0","Bayern Munich","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-26","Dortmund","2","Hertha BSC","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-27","RB Leipzig","4","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-08-27","Hannover 96","1","Schalke 04","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-26","Eint Frankfurt","2","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-27","RB Leipzig","1","Hamburger SV","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-27","Dortmund","2","Freiburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-27","Bayern Munich","5","Hoffenheim","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-27","K<U+00C3><U+00B6>ln","1","Augsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-27","Stuttgart","0","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-27","Werder Bremen","0","Hertha BSC","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-28","Leverkusen","2","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-01-28","Hannover 96","0","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-02","K<U+00C3><U+00B6>ln","2","Dortmund","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-03","Mainz 05","0","Bayern Munich","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-03","Schalke 04","1","Werder Bremen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-03","Hertha BSC","1","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-03","Wolfsburg","1","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-03","Freiburg","0","Leverkusen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-03","M'Gladbach","0","RB Leipzig","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-04","Augsburg","3","Eint Frankfurt","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-04","Hamburger SV","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-09","RB Leipzig","2","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-10","Leverkusen","0","Hertha BSC","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-10","Hoffenheim","4","Mainz 05","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-10","Dortmund","2","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-10","Eint Frankfurt","4","K<U+00C3><U+00B6>ln","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-10","Hannover 96","2","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-10","Bayern Munich","2","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-11","Stuttgart","1","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-11","Werder Bremen","3","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-16","Hertha BSC","0","Mainz 05","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-17","Hamburger SV","1","Leverkusen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-17","K<U+00C3><U+00B6>ln","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-17","Freiburg","1","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-17","Wolfsburg","1","Bayern Munich","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-17","Schalke 04","2","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-18","Augsburg","0","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-18","M'Gladbach","0","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-19","Eint Frankfurt","2","RB Leipzig","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-23","Mainz 05","1","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-24","Bayern Munich","0","Hertha BSC","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-24","Stuttgart","1","Eint Frankfurt","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-24","Hoffenheim","1","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-24","Hannover 96","0","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-24","Werder Bremen","1","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-25","Leverkusen","0","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-25","RB Leipzig","1","K<U+00C3><U+00B6>ln","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-02-26","Dortmund","1","Augsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-02","M'Gladbach","2","Werder Bremen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-03","Schalke 04","1","Hertha BSC","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-03","Hamburger SV","0","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-03","Wolfsburg","1","Leverkusen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-03","Augsburg","0","Hoffenheim","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-03","Eint Frankfurt","1","Hannover 96","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-03","RB Leipzig","1","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-04","K<U+00C3><U+00B6>ln","2","Stuttgart","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-04","Freiburg","0","Bayern Munich","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-09","Mainz 05","0","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-10","Hannover 96","1","Augsburg","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-10","Hertha BSC","0","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-10","Bayern Munich","6","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-10","Hoffenheim","3","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-10","Leverkusen","2","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-11","Stuttgart","0","RB Leipzig","0"
