"League","Country","Season","Date","Home","HomeGoals","Away","AwayGoals"
"Serie A","ITA","2019","2019-04-14","Sassuolo","0","Parma","0"
"Serie A","ITA","2019","2019-04-14","Chievo","1","Napoli","3"
"Serie A","ITA","2019","2019-04-14","Frosinone","1","Inter","3"
"Serie A","ITA","2019","2019-04-15","Atalanta","0","Empoli","0"
"Serie A","ITA","2019","2019-04-20","Parma","1","Milan","1"
"Serie A","ITA","2019","2019-04-20","Bologna","3","Sampdoria","0"
"Serie A","ITA","2019","2019-04-20","Cagliari","1","Frosinone","0"
"Serie A","ITA","2019","2019-04-20","Lazio","1","Chievo","2"
"Serie A","ITA","2019","2019-04-20","Empoli","2","SPAL","4"
"Serie A","ITA","2019","2019-04-20","Genoa","0","Torino","1"
"Serie A","ITA","2019","2019-04-20","Udinese","1","Sassuolo","1"
"Serie A","ITA","2019","2019-04-20","Juventus","2","Fiorentina","1"
"Serie A","ITA","2019","2019-04-20","Inter","1","Roma","1"
"Serie A","ITA","2019","2019-04-22","Napoli","1","Atalanta","2"
"Serie A","ITA","2019","2019-04-27","Bologna","3","Empoli","1"
"Serie A","ITA","2019","2019-04-27","Roma","3","Cagliari","0"
"Serie A","ITA","2019","2019-04-27","Inter","1","Juventus","1"
"Serie A","ITA","2019","2019-04-28","Frosinone","0","Napoli","2"
"Serie A","ITA","2019","2019-04-28","Chievo","1","Parma","1"
"Serie A","ITA","2019","2019-04-28","SPAL","1","Genoa","1"
"Serie A","ITA","2019","2019-04-28","Sampdoria","1","Lazio","2"
"Serie A","ITA","2019","2019-04-28","Torino","2","Milan","0"
"Serie A","ITA","2019","2019-04-29","Atalanta","2","Udinese","0"
"Serie A","ITA","2019","2019-04-29","Fiorentina","0","Sassuolo","1"
"Serie A","ITA","2019","2019-05-03","Juventus","1","Torino","1"
"Serie A","ITA","2019","2019-05-04","Chievo","0","SPAL","4"
"Serie A","ITA","2019","2019-05-04","Udinese","0","Inter","0"
"Serie A","ITA","2019","2019-05-05","Empoli","1","Fiorentina","0"
"Serie A","ITA","2019","2019-05-05","Lazio","1","Atalanta","3"
"Serie A","ITA","2019","2019-05-05","Parma","3","Sampdoria","3"
"Serie A","ITA","2019","2019-05-05","Sassuolo","2","Frosinone","2"
"Serie A","ITA","2019","2019-05-05","Genoa","1","Roma","1"
"Serie A","ITA","2019","2019-05-05","Napoli","2","Cagliari","1"
"Serie A","ITA","2019","2019-05-06","Milan","2","Bologna","1"
"Serie A","ITA","2019","2019-05-11","Atalanta","2","Genoa","1"
"Serie A","ITA","2019","2019-05-11","Cagliari","1","Lazio","2"
"Serie A","ITA","2019","2019-05-11","Fiorentina","0","Milan","1"
"Serie A","ITA","2019","2019-05-12","Torino","3","Sassuolo","2"
"Serie A","ITA","2019","2019-05-12","Frosinone","1","Udinese","3"
"Serie A","ITA","2019","2019-05-12","Sampdoria","1","Empoli","2"
"Serie A","ITA","2019","2019-05-12","SPAL","1","Napoli","2"
"Serie A","ITA","2019","2019-05-12","Roma","2","Juventus","0"
"Serie A","ITA","2019","2019-05-13","Bologna","4","Parma","1"
"Serie A","ITA","2019","2019-05-13","Inter","2","Chievo","0"
"Serie A","ITA","2019","2019-05-18","Udinese","3","SPAL","2"
"Serie A","ITA","2019","2019-05-18","Genoa","1","Cagliari","1"
"Serie A","ITA","2019","2019-05-18","Sassuolo","0","Roma","0"
"Serie A","ITA","2019","2019-05-19","Chievo","0","Sampdoria","0"
"Serie A","ITA","2019","2019-05-19","Parma","1","Fiorentina","0"
"Serie A","ITA","2019","2019-05-19","Empoli","4","Torino","1"
"Serie A","ITA","2019","2019-05-19","Milan","2","Frosinone","0"
"Serie A","ITA","2019","2019-05-19","Juventus","1","Atalanta","1"
"Serie A","ITA","2019","2019-05-19","Napoli","4","Inter","1"
"Serie A","ITA","2019","2019-05-20","Lazio","3","Bologna","3"
"Serie A","ITA","2019","2019-05-25","Frosinone","0","Chievo","0"
"Serie A","ITA","2019","2019-05-25","Bologna","3","Napoli","2"
"Serie A","ITA","2019","2019-05-26","Torino","3","Lazio","1"
"Serie A","ITA","2019","2019-05-26","Sampdoria","2","Juventus","0"
"Serie A","ITA","2019","2019-05-26","SPAL","2","Milan","3"
"Serie A","ITA","2019","2019-05-26","Atalanta","3","Sassuolo","1"
"Serie A","ITA","2019","2019-05-26","Inter","2","Empoli","1"
"Serie A","ITA","2019","2019-05-26","Roma","2","Parma","1"
"Serie A","ITA","2019","2019-05-26","Cagliari","1","Udinese","2"
"Serie A","ITA","2019","2019-05-26","Fiorentina","0","Genoa","0"
"Serie A","ITA","2019","2018-09-15","Inter","0","Parma","1"
"Serie A","ITA","2019","2018-09-15","Napoli","1","Fiorentina","0"
"Serie A","ITA","2019","2018-09-15","Frosinone","0","Sampdoria","5"
"Serie A","ITA","2019","2018-09-16","Roma","2","Chievo","2"
"Serie A","ITA","2019","2018-09-16","Udinese","1","Torino","1"
"Serie A","ITA","2019","2018-09-16","Juventus","2","Sassuolo","1"
"Serie A","ITA","2019","2018-09-16","Genoa","1","Bologna","0"
"Serie A","ITA","2019","2018-09-16","Empoli","0","Lazio","1"
"Serie A","ITA","2019","2018-09-16","Cagliari","1","Milan","1"
"Serie A","ITA","2019","2018-09-17","SPAL","2","Atalanta","0"
"Serie A","ITA","2019","2018-09-21","Sassuolo","3","Empoli","1"
"Serie A","ITA","2019","2018-09-22","Parma","2","Cagliari","0"
"Serie A","ITA","2019","2018-09-22","Fiorentina","3","SPAL","0"
"Serie A","ITA","2019","2018-09-22","Sampdoria","0","Inter","1"
"Serie A","ITA","2019","2018-09-23","Torino","1","Napoli","3"
"Serie A","ITA","2019","2018-09-23","Lazio","4","Genoa","1"
"Serie A","ITA","2019","2018-09-23","Bologna","2","Roma","0"
"Serie A","ITA","2019","2018-09-23","Chievo","0","Udinese","2"
"Serie A","ITA","2019","2018-09-23","Milan","2","Atalanta","2"
"Serie A","ITA","2019","2018-09-23","Frosinone","0","Juventus","2"
"Serie A","ITA","2019","2018-09-25","Inter","2","Fiorentina","1"
"Serie A","ITA","2019","2018-09-26","Udinese","1","Lazio","2"
"Serie A","ITA","2019","2018-09-26","Napoli","3","Parma","0"
"Serie A","ITA","2019","2018-09-26","Genoa","2","Chievo","0"
"Serie A","ITA","2019","2018-09-26","Cagliari","0","Sampdoria","0"
"Serie A","ITA","2019","2018-09-26","Roma","4","Frosinone","0"
"Serie A","ITA","2019","2018-09-26","Juventus","2","Bologna","0"
"Serie A","ITA","2019","2018-09-26","Atalanta","0","Torino","0"
"Serie A","ITA","2019","2018-09-27","SPAL","0","Sassuolo","2"
"Serie A","ITA","2019","2018-09-27","Empoli","1","Milan","1"
"Serie A","ITA","2019","2018-09-29","Roma","3","Lazio","1"
"Serie A","ITA","2019","2018-09-29","Juventus","3","Napoli","1"
"Serie A","ITA","2019","2018-09-29","Inter","2","Cagliari","0"
"Serie A","ITA","2019","2018-09-30","Bologna","2","Udinese","1"
"Serie A","ITA","2019","2018-09-30","Chievo","0","Torino","1"
"Serie A","ITA","2019","2018-09-30","Fiorentina","2","Atalanta","0"
"Serie A","ITA","2019","2018-09-30","Frosinone","1","Genoa","2"
"Serie A","ITA","2019","2018-09-30","Parma","1","Empoli","0"
"Serie A","ITA","2019","2018-09-30","Sassuolo","1","Milan","4"
"Serie A","ITA","2019","2018-10-01","Sampdoria","2","SPAL","1"
"Serie A","ITA","2019","2018-10-05","Torino","3","Frosinone","2"
"Serie A","ITA","2019","2018-10-06","Cagliari","2","Bologna","0"
"Serie A","ITA","2019","2018-10-06","Udinese","0","Juventus","2"
"Serie A","ITA","2019","2018-10-06","Empoli","0","Roma","2"
"Serie A","ITA","2019","2018-10-07","Genoa","1","Parma","3"
"Serie A","ITA","2019","2018-10-07","Milan","3","Chievo","1"
"Serie A","ITA","2019","2018-10-07","Atalanta","0","Sampdoria","1"
"Serie A","ITA","2019","2018-10-07","Lazio","1","Fiorentina","0"
"Serie A","ITA","2019","2018-10-07","Napoli","2","Sassuolo","0"
"Serie A","ITA","2019","2018-10-07","SPAL","1","Inter","2"
"Serie A","ITA","2019","2018-10-20","Roma","0","SPAL","2"
"Serie A","ITA","2019","2018-10-20","Juventus","1","Genoa","1"
"Serie A","ITA","2019","2018-10-20","Udinese","0","Napoli","3"
"Serie A","ITA","2019","2018-10-21","Frosinone","3","Empoli","3"
"Serie A","ITA","2019","2018-10-21","Chievo","1","Atalanta","5"
"Serie A","ITA","2019","2018-10-21","Bologna","2","Torino","2"
"Serie A","ITA","2019","2018-10-21","Parma","0","Lazio","2"
"Serie A","ITA","2019","2018-10-21","Fiorentina","1","Cagliari","1"
"Serie A","ITA","2019","2018-10-21","Inter","1","Milan","0"
"Serie A","ITA","2019","2018-10-22","Sampdoria","0","Sassuolo","0"
"Serie A","ITA","2020","2019-08-24","Parma","0","Juventus","1"
"Serie A","ITA","2020","2019-08-24","Fiorentina","3","Napoli","4"
"Serie A","ITA","2020","2019-08-25","Udinese","1","Milan","0"
"Serie A","ITA","2020","2019-08-25","SPAL","2","Atalanta","3"
"Serie A","ITA","2020","2019-08-25","Roma","3","Genoa","3"
"Serie A","ITA","2020","2019-08-25","Torino","2","Sassuolo","1"
"Serie A","ITA","2020","2019-08-25","Hellas Verona","1","Bologna","1"
"Serie A","ITA","2020","2019-08-25","Sampdoria","0","Lazio","3"
"Serie A","ITA","2020","2019-08-25","Cagliari","0","Brescia","1"
"Serie A","ITA","2020","2019-08-26","Inter","4","Lecce","0"
"Serie A","ITA","2020","2019-10-29","Parma","0","Hellas Verona","1"
"Serie A","ITA","2020","2019-10-29","Brescia","1","Inter","2"
"Serie A","ITA","2020","2019-10-30","Napoli","2","Atalanta","2"
"Serie A","ITA","2020","2019-10-30","Juventus","2","Genoa","1"
"Serie A","ITA","2020","2019-10-30","Lazio","4","Torino","0"
"Serie A","ITA","2020","2019-10-30","Sassuolo","1","Fiorentina","2"
"Serie A","ITA","2020","2019-10-30","Udinese","0","Roma","4"
"Serie A","ITA","2020","2019-10-30","Sampdoria","1","Lecce","1"
"Serie A","ITA","2020","2019-10-30","Cagliari","3","Bologna","2"
"Serie A","ITA","2020","2019-10-31","Milan","1","SPAL","0"
"Serie A","ITA","2020","2019-11-02","Roma","2","Napoli","1"
"Serie A","ITA","2020","2019-11-02","Bologna","1","Inter","2"
"Serie A","ITA","2020","2019-11-02","Torino","0","Juventus","1"
"Serie A","ITA","2020","2019-11-03","Atalanta","0","Cagliari","2"
"Serie A","ITA","2020","2019-11-03","Hellas Verona","2","Brescia","1"
"Serie A","ITA","2020","2019-11-03","Genoa","1","Udinese","3"
"Serie A","ITA","2020","2019-11-03","Lecce","2","Sassuolo","2"
"Serie A","ITA","2020","2019-11-03","Fiorentina","1","Parma","1"
"Serie A","ITA","2020","2019-11-03","Milan","1","Lazio","2"
"Serie A","ITA","2020","2019-11-04","SPAL","0","Sampdoria","1"
"Serie A","ITA","2020","2019-11-08","Sassuolo","3","Bologna","1"
"Serie A","ITA","2020","2019-11-09","Brescia","0","Torino","4"
"Serie A","ITA","2020","2019-11-09","Inter","2","Hellas Verona","1"
"Serie A","ITA","2020","2019-11-09","Napoli","0","Genoa","0"
"Serie A","ITA","2020","2019-11-10","Cagliari","5","Fiorentina","2"
"Serie A","ITA","2020","2019-11-10","Udinese","0","SPAL","0"
"Serie A","ITA","2020","2019-11-10","Sampdoria","0","Atalanta","0"
"Serie A","ITA","2020","2019-11-10","Lazio","4","Lecce","2"
"Serie A","ITA","2020","2019-11-10","Parma","2","Roma","0"
"Serie A","ITA","2020","2019-11-10","Juventus","1","Milan","0"
"Serie A","ITA","2020","2019-11-23","Atalanta","1","Juventus","3"
"Serie A","ITA","2020","2019-11-23","Milan","1","Napoli","1"
"Serie A","ITA","2020","2019-11-23","Torino","0","Inter","3"
"Serie A","ITA","2020","2019-11-24","Bologna","2","Parma","2"
"Serie A","ITA","2020","2019-11-24","Hellas Verona","1","Fiorentina","0"
"Serie A","ITA","2020","2019-11-24","Sassuolo","1","Lazio","2"
"Serie A","ITA","2020","2019-11-24","Roma","3","Brescia","0"
"Serie A","ITA","2020","2019-11-24","Sampdoria","2","Udinese","1"
"Serie A","ITA","2020","2019-11-25","Lecce","2","Cagliari","2"
"Serie A","ITA","2020","2019-11-25","SPAL","1","Genoa","1"
"Serie A","ITA","2020","2019-11-30","Brescia","0","Atalanta","3"
"Serie A","ITA","2020","2019-11-30","Genoa","0","Torino","1"
"Serie A","ITA","2020","2019-11-30","Fiorentina","0","Lecce","1"
"Serie A","ITA","2020","2019-12-01","Juventus","2","Sassuolo","2"
"Serie A","ITA","2020","2019-12-01","Lazio","3","Udinese","0"
"Serie A","ITA","2020","2019-12-01","Parma","0","Milan","1"
"Serie A","ITA","2020","2019-12-01","Inter","2","SPAL","1"
"Serie A","ITA","2020","2019-12-01","Napoli","1","Bologna","2"
"Serie A","ITA","2020","2019-12-01","Hellas Verona","1","Roma","3"
"Serie A","ITA","2020","2019-12-02","Cagliari","4","Sampdoria","3"
"Serie A","ITA","2020","2019-12-06","Inter","0","Roma","0"
"Serie A","ITA","2020","2019-12-07","Atalanta","3","Hellas Verona","2"
"Serie A","ITA","2020","2019-12-07","Udinese","1","Napoli","1"
"Serie A","ITA","2020","2019-12-07","Lazio","3","Juventus","1"
"Serie A","ITA","2020","2019-12-08","Lecce","2","Genoa","2"
"Serie A","ITA","2020","2019-12-08","SPAL","0","Brescia","1"
"Serie A","ITA","2020","2019-12-08","Sassuolo","2","Cagliari","2"
"Serie A","ITA","2020","2019-12-08","Torino","2","Fiorentina","1"
"Serie A","ITA","2020","2019-12-08","Sampdoria","0","Parma","1"
"Serie A","ITA","2020","2019-12-08","Bologna","2","Milan","3"
"Serie A","ITA","2020","2019-12-14","Brescia","3","Lecce","0"
"Serie A","ITA","2020","2019-12-14","Napoli","1","Parma","2"
"Serie A","ITA","2020","2019-12-14","Genoa","0","Sampdoria","1"
"Serie A","ITA","2020","2019-12-15","Hellas Verona","3","Torino","3"
"Serie A","ITA","2020","2019-12-15","Bologna","2","Atalanta","1"
"Serie A","ITA","2020","2019-12-15","Milan","0","Sassuolo","0"
"Serie A","ITA","2020","2019-12-15","Juventus","3","Udinese","1"
"Serie A","ITA","2020","2019-12-15","Roma","3","SPAL","1"
"Serie A","ITA","2020","2019-12-15","Fiorentina","1","Inter","1"
"Serie A","ITA","2020","2019-12-16","Cagliari","1","Lazio","2"
"Serie A","ITA","2020","2019-12-18","Sampdoria","1","Juventus","2"
"Serie A","ITA","2020","2019-12-20","Fiorentina","1","Roma","4"
"Serie A","ITA","2020","2019-12-21","Udinese","2","Cagliari","1"
"Serie A","ITA","2020","2019-12-21","Inter","4","Genoa","0"
"Serie A","ITA","2020","2019-12-21","Torino","1","SPAL","2"
"Serie A","ITA","2020","2019-12-22","Atalanta","5","Milan","0"
"Serie A","ITA","2020","2019-12-22","Lecce","2","Bologna","3"
"Serie A","ITA","2020","2019-12-22","Parma","1","Brescia","1"
"Serie A","ITA","2020","2019-12-22","Sassuolo","1","Napoli","2"
"Serie A","ITA","2020","2020-02-05","Lazio","0","Hellas Verona","0"
"Serie A","ITA","2020","2020-01-05","Brescia","1","Lazio","2"
"Serie A","ITA","2020","2020-01-05","SPAL","0","Hellas Verona","2"
"Serie A","ITA","2020","2020-01-05","Genoa","2","Sassuolo","1"
"Serie A","ITA","2020","2020-01-05","Roma","0","Torino","2"
"Serie A","ITA","2020","2020-01-06","Bologna","1","Fiorentina","1"
"Serie A","ITA","2020","2020-01-06","Milan","0","Sampdoria","0"
"Serie A","ITA","2020","2020-01-06","Juventus","4","Cagliari","0"
"Serie A","ITA","2020","2020-01-06","Atalanta","5","Parma","0"
"Serie A","ITA","2020","2020-01-06","Lecce","0","Udinese","1"
"Serie A","ITA","2020","2020-01-06","Napoli","1","Inter","3"
"Serie A","ITA","2020","2020-01-11","Cagliari","0","Milan","2"
"Serie A","ITA","2020","2020-01-11","Lazio","1","Napoli","0"
"Serie A","ITA","2020","2020-01-11","Inter","1","Atalanta","1"
"Serie A","ITA","2020","2020-01-12","Udinese","3","Sassuolo","0"
"Serie A","ITA","2020","2020-01-12","Fiorentina","1","SPAL","0"
"Serie A","ITA","2020","2020-01-12","Torino","1","Bologna","0"
"Serie A","ITA","2020","2020-01-12","Sampdoria","5","Brescia","1"
"Serie A","ITA","2020","2020-01-12","Hellas Verona","2","Genoa","1"
"Serie A","ITA","2020","2020-01-12","Roma","1","Juventus","2"
"Serie A","ITA","2020","2020-01-13","Parma","2","Lecce","0"
"Serie A","ITA","2020","2019-08-30","Bologna","1","SPAL","0"
"Serie A","ITA","2020","2019-08-31","Milan","1","Brescia","0"
"Serie A","ITA","2020","2019-08-31","Juventus","4","Napoli","3"
"Serie A","ITA","2020","2019-09-01","Lazio","1","Roma","1"
"Serie A","ITA","2020","2019-09-01","Sassuolo","4","Sampdoria","1"
"Serie A","ITA","2020","2019-09-01","Udinese","1","Parma","3"
"Serie A","ITA","2020","2019-09-01","Genoa","2","Fiorentina","1"
"Serie A","ITA","2020","2019-09-01","Cagliari","1","Inter","2"
"Serie A","ITA","2020","2019-09-01","Lecce","0","Hellas Verona","1"
"Serie A","ITA","2020","2019-09-01","Atalanta","2","Torino","3"
"Serie A","ITA","2020","2020-01-18","Lazio","5","Sampdoria","1"
"Serie A","ITA","2020","2020-01-18","Sassuolo","2","Torino","1"
"Serie A","ITA","2020","2020-01-18","Napoli","0","Fiorentina","2"
"Serie A","ITA","2020","2020-01-19","Milan","3","Udinese","2"
"Serie A","ITA","2020","2020-01-19","Brescia","2","Cagliari","2"
"Serie A","ITA","2020","2020-01-19","Lecce","1","Inter","1"
"Serie A","ITA","2020","2020-01-19","Bologna","1","Hellas Verona","1"
"Serie A","ITA","2020","2020-01-19","Genoa","1","Roma","3"
"Serie A","ITA","2020","2020-01-19","Juventus","2","Parma","1"
"Serie A","ITA","2020","2020-01-20","Atalanta","1","SPAL","2"
"Serie A","ITA","2020","2020-01-24","Brescia","0","Milan","1"
"Serie A","ITA","2020","2020-01-25","SPAL","1","Bologna","3"
"Serie A","ITA","2020","2020-01-25","Fiorentina","0","Genoa","0"
"Serie A","ITA","2020","2020-01-25","Torino","0","Atalanta","7"
"Serie A","ITA","2020","2020-01-26","Inter","1","Cagliari","1"
"Serie A","ITA","2020","2020-01-26","Parma","2","Udinese","0"
"Serie A","ITA","2020","2020-01-26","Hellas Verona","3","Lecce","0"
"Serie A","ITA","2020","2020-01-26","Sampdoria","0","Sassuolo","0"
"Serie A","ITA","2020","2020-01-26","Roma","1","Lazio","1"
"Serie A","ITA","2020","2020-01-26","Napoli","2","Juventus","1"
"Serie A","ITA","2020","2020-02-01","Bologna","2","Brescia","1"
"Serie A","ITA","2020","2020-02-01","Cagliari","2","Parma","2"
"Serie A","ITA","2020","2020-02-01","Sassuolo","4","Roma","2"
"Serie A","ITA","2020","2020-02-02","Juventus","3","Fiorentina","0"
"Serie A","ITA","2020","2020-02-02","Lazio","5","SPAL","1"
"Serie A","ITA","2020","2020-02-02","Milan","1","Hellas Verona","1"
"Serie A","ITA","2020","2020-02-02","Atalanta","2","Genoa","2"
"Serie A","ITA","2020","2020-02-02","Lecce","4","Torino","0"
"Serie A","ITA","2020","2020-02-02","Udinese","0","Inter","2"
"Serie A","ITA","2020","2020-02-03","Sampdoria","2","Napoli","4"
"Serie A","ITA","2020","2020-02-07","Roma","2","Bologna","3"
"Serie A","ITA","2020","2020-02-08","Fiorentina","1","Atalanta","2"
"Serie A","ITA","2020","2020-02-08","Torino","1","Sampdoria","3"
"Serie A","ITA","2020","2020-02-08","Hellas Verona","2","Juventus","1"
"Serie A","ITA","2020","2020-02-09","SPAL","1","Sassuolo","2"
"Serie A","ITA","2020","2020-02-09","Genoa","1","Cagliari","0"
"Serie A","ITA","2020","2020-02-09","Napoli","2","Lecce","3"
"Serie A","ITA","2020","2020-02-09","Brescia","1","Udinese","1"
"Serie A","ITA","2020","2020-02-09","Parma","0","Lazio","1"
"Serie A","ITA","2020","2020-02-09","Inter","4","Milan","2"
"Serie A","ITA","2020","2020-02-15","Lecce","2","SPAL","1"
"Serie A","ITA","2020","2020-02-15","Bologna","0","Genoa","3"
"Serie A","ITA","2020","2020-02-15","Atalanta","2","Roma","1"
"Serie A","ITA","2020","2020-02-16","Udinese","0","Hellas Verona","0"
"Serie A","ITA","2020","2020-02-16","Juventus","2","Brescia","0"
"Serie A","ITA","2020","2020-02-16","Sassuolo","0","Parma","1"
"Serie A","ITA","2020","2020-02-16","Sampdoria","1","Fiorentina","5"
"Serie A","ITA","2020","2020-02-16","Cagliari","0","Napoli","1"
"Serie A","ITA","2020","2020-02-16","Lazio","2","Inter","1"
"Serie A","ITA","2020","2020-02-17","Milan","1","Torino","0"
"Serie A","ITA","2020","2020-02-21","Brescia","1","Napoli","2"
"Serie A","ITA","2020","2020-02-22","Bologna","1","Udinese","1"
"Serie A","ITA","2020","2020-02-22","SPAL","1","Juventus","2"
"Serie A","ITA","2020","2020-02-22","Fiorentina","1","Milan","1"
"Serie A","ITA","2020","2020-02-23","Genoa","2","Lazio","3"
"Serie A","ITA","2020","2020-02-23","Roma","4","Lecce","0"
"Serie A","ITA","2020","2020-06-20","Torino","1","Parma","1"
"Serie A","ITA","2020","2020-06-20","Hellas Verona","2","Cagliari","1"
"Serie A","ITA","2020","2020-06-21","Atalanta","4","Sassuolo","1"
"Serie A","ITA","2020","2020-06-21","Inter","2","Sampdoria","1"
"Serie A","ITA","2020","2020-02-29","Lazio","2","Bologna","0"
"Serie A","ITA","2020","2020-02-29","Napoli","2","Torino","1"
"Serie A","ITA","2020","2020-03-01","Lecce","2","Atalanta","7"
"Serie A","ITA","2020","2020-03-01","Cagliari","3","Roma","4"
"Serie A","ITA","2020","2020-03-08","Parma","0","SPAL","1"
"Serie A","ITA","2020","2020-03-08","Milan","1","Genoa","2"
"Serie A","ITA","2020","2020-03-08","Sampdoria","2","Hellas Verona","1"
"Serie A","ITA","2020","2020-03-08","Udinese","0","Fiorentina","0"
"Serie A","ITA","2020","2020-03-08","Juventus","2","Inter","0"
"Serie A","ITA","2020","2020-03-09","Sassuolo","3","Brescia","0"
"Serie A","ITA","2020","2020-06-22","Fiorentina","1","Brescia","1"
"Serie A","ITA","2020","2020-06-22","Lecce","1","Milan","4"
"Serie A","ITA","2020","2020-06-22","Bologna","0","Juventus","2"
