League,Country,Date,Team,Goals,Result,isHome,HeadCoach,DaysInPost
Bundesliga,Germany,2019-08-17,Mainz 05,0.0,loss,False,Sandro Schwarz,777.0
Bundesliga,Germany,2019-08-17,Augsburg,1.0,loss,False,Martin Schmidt,130.0
Bundesliga,Germany,2019-08-18,Hoffenheim,0.0,loss,False,Alfred Schreuder,48.0
Bundesliga,Germany,2019-08-18,RB Leipzig,4.0,win,False,Julian Nagelsmann,48.0
Bundesliga,Germany,2019-11-02,Wolfsburg,0.0,loss,False,Oliver Glasner,124.0
Bundesliga,Germany,2019-11-02,M'Gladbach,2.0,win,False,Marco Rose,124.0
Bundesliga,Germany,2019-11-02,Bayern Munich,1.0,loss,False,Niko Kovac,489.0
Bundesliga,Germany,2019-11-02,Freiburg,2.0,draw,False,Christian Streich,2865.0
Bundesliga,Germany,2019-11-02,Mainz 05,0.0,loss,False,Sandro Schwarz,854.0
Bundesliga,Germany,2019-11-08,Hoffenheim,2.0,win,False,Alfred Schreuder,130.0
Bundesliga,Germany,2019-11-09,RB Leipzig,4.0,win,False,Julian Nagelsmann,131.0
Bundesliga,Germany,2019-11-09,Augsburg,1.0,win,False,Martin Schmidt,214.0
Bundesliga,Germany,2019-11-09,Dortmund,0.0,loss,False,Lucien Favre,496.0
Bundesliga,Germany,2019-11-10,Werder Bremen,1.0,loss,False,Florian Kohfeldt,730.0
Bundesliga,Germany,2019-11-10,Leverkusen,2.0,win,False,Peter Bosz,322.0
Bundesliga,Germany,2019-11-10,Eint Frankfurt,0.0,loss,False,Adi Hütter,497.0
Bundesliga,Germany,2019-11-23,Bayern Munich,4.0,win,False,Hansi Flick,20.0
Bundesliga,Germany,2019-11-23,M'Gladbach,0.0,loss,False,Marco Rose,145.0
Bundesliga,Germany,2019-11-23,Freiburg,1.0,draw,False,Christian Streich,2886.0
Bundesliga,Germany,2019-11-23,Wolfsburg,2.0,win,False,Oliver Glasner,145.0
Bundesliga,Germany,2019-11-24,Mainz 05,5.0,win,False,Achim Beierlorzer,6.0
Bundesliga,Germany,2019-11-30,Augsburg,1.0,draw,False,Martin Schmidt,235.0
Bundesliga,Germany,2019-11-30,Dortmund,2.0,win,False,Lucien Favre,517.0
Bundesliga,Germany,2019-11-30,RB Leipzig,3.0,win,False,Julian Nagelsmann,152.0
Bundesliga,Germany,2019-11-30,Leverkusen,2.0,win,False,Peter Bosz,342.0
Bundesliga,Germany,2019-12-01,Freiburg,2.0,loss,False,Christian Streich,2894.0
Bundesliga,Germany,2019-12-01,Werder Bremen,3.0,win,False,Florian Kohfeldt,751.0
Bundesliga,Germany,2019-12-02,Eint Frankfurt,1.0,loss,False,Adi Hütter,519.0
Bundesliga,Germany,2019-12-07,Hoffenheim,1.0,loss,False,Alfred Schreuder,159.0
Bundesliga,Germany,2019-12-07,Mainz 05,1.0,loss,False,Achim Beierlorzer,19.0
Bundesliga,Germany,2019-12-07,Bayern Munich,1.0,loss,False,Hansi Flick,34.0
Bundesliga,Germany,2019-12-07,Wolfsburg,0.0,loss,False,Oliver Glasner,159.0
Bundesliga,Germany,2019-12-13,Augsburg,4.0,win,False,Martin Schmidt,248.0
Bundesliga,Germany,2019-12-14,Freiburg,0.0,loss,False,Christian Streich,2907.0
Bundesliga,Germany,2019-12-14,Werder Bremen,1.0,loss,False,Florian Kohfeldt,764.0
Bundesliga,Germany,2019-12-14,Dortmund,4.0,win,False,Lucien Favre,531.0
Bundesliga,Germany,2019-12-14,Leverkusen,0.0,loss,False,Peter Bosz,356.0
Bundesliga,Germany,2019-12-14,RB Leipzig,3.0,win,False,Julian Nagelsmann,166.0
Bundesliga,Germany,2019-12-15,M'Gladbach,1.0,loss,False,Marco Rose,167.0
Bundesliga,Germany,2019-12-15,Eint Frankfurt,0.0,loss,False,Adi Hütter,532.0
Bundesliga,Germany,2019-12-17,Mainz 05,5.0,win,False,Achim Beierlorzer,29.0
Bundesliga,Germany,2019-12-17,RB Leipzig,3.0,draw,False,Julian Nagelsmann,169.0
Bundesliga,Germany,2019-12-17,Hoffenheim,2.0,win,False,Alfred Schreuder,169.0
Bundesliga,Germany,2019-12-18,Bayern Munich,3.0,win,False,Hansi Flick,45.0
Bundesliga,Germany,2019-12-20,Dortmund,1.0,loss,False,Lucien Favre,537.0
Bundesliga,Germany,2019-12-21,Leverkusen,1.0,win,False,Peter Bosz,363.0
Bundesliga,Germany,2019-12-21,Werder Bremen,0.0,loss,False,Florian Kohfeldt,771.0
Bundesliga,Germany,2019-12-21,Augsburg,1.0,loss,False,Martin Schmidt,256.0
Bundesliga,Germany,2019-12-21,Freiburg,2.0,draw,False,Christian Streich,2914.0
Bundesliga,Germany,2019-12-21,Wolfsburg,0.0,loss,False,Oliver Glasner,173.0
Bundesliga,Germany,2019-12-21,M'Gladbach,0.0,draw,False,Marco Rose,173.0
Bundesliga,Germany,2019-12-22,Eint Frankfurt,1.0,loss,False,Adi Hütter,539.0
Bundesliga,Germany,2020-01-17,M'Gladbach,0.0,loss,False,Marco Rose,200.0
Bundesliga,Germany,2020-01-18,Werder Bremen,1.0,win,False,Florian Kohfeldt,799.0
Bundesliga,Germany,2020-01-18,Dortmund,5.0,win,False,Lucien Favre,566.0
Bundesliga,Germany,2020-01-18,Freiburg,2.0,win,False,Christian Streich,2942.0
Bundesliga,Germany,2020-01-18,Eint Frankfurt,2.0,win,False,Adi Hütter,566.0
Bundesliga,Germany,2020-01-18,Wolfsburg,1.0,loss,False,Oliver Glasner,201.0
Bundesliga,Germany,2020-01-19,Bayern Munich,4.0,win,False,Hansi Flick,77.0
Bundesliga,Germany,2020-01-19,Leverkusen,4.0,win,False,Peter Bosz,392.0
Bundesliga,Germany,2020-01-25,RB Leipzig,0.0,loss,False,Julian Nagelsmann,208.0
Bundesliga,Germany,2020-01-25,Mainz 05,1.0,loss,False,Achim Beierlorzer,68.0
Bundesliga,Germany,2020-01-25,Augsburg,0.0,loss,False,Martin Schmidt,291.0
Bundesliga,Germany,2020-01-26,Hoffenheim,3.0,win,False,Alfred Schreuder,209.0
Bundesliga,Germany,2019-08-23,Dortmund,3.0,win,False,Lucien Favre,418.0
Bundesliga,Germany,2019-08-24,Freiburg,3.0,win,False,Christian Streich,2795.0
Bundesliga,Germany,2019-08-24,Leverkusen,3.0,win,False,Peter Bosz,244.0
Bundesliga,Germany,2019-08-24,Werder Bremen,2.0,loss,False,Florian Kohfeldt,652.0
Bundesliga,Germany,2019-08-24,M'Gladbach,3.0,win,False,Marco Rose,54.0
Bundesliga,Germany,2019-08-24,Bayern Munich,3.0,win,False,Niko Kovac,419.0
Bundesliga,Germany,2019-08-25,Eint Frankfurt,1.0,loss,False,Adi Hütter,420.0
Bundesliga,Germany,2019-08-25,Wolfsburg,3.0,win,False,Oliver Glasner,55.0
Bundesliga,Germany,2020-02-01,Werder Bremen,1.0,loss,False,Florian Kohfeldt,813.0
Bundesliga,Germany,2020-02-01,Eint Frankfurt,1.0,draw,False,Adi Hütter,580.0
Bundesliga,Germany,2020-02-01,Bayern Munich,3.0,win,False,Hansi Flick,90.0
Bundesliga,Germany,2020-02-01,Leverkusen,1.0,loss,False,Peter Bosz,405.0
Bundesliga,Germany,2020-02-01,M'Gladbach,2.0,draw,False,Marco Rose,215.0
Bundesliga,Germany,2020-02-02,Freiburg,0.0,loss,False,Christian Streich,2957.0
Bundesliga,Germany,2020-02-02,Wolfsburg,4.0,win,False,Oliver Glasner,216.0
Bundesliga,Germany,2020-02-07,Augsburg,0.0,loss,False,Martin Schmidt,304.0
Bundesliga,Germany,2020-02-08,Mainz 05,3.0,win,False,Achim Beierlorzer,82.0
Bundesliga,Germany,2020-02-08,Hoffenheim,0.0,loss,False,Alfred Schreuder,222.0
Bundesliga,Germany,2020-02-08,Dortmund,3.0,loss,False,Lucien Favre,587.0
Bundesliga,Germany,2020-02-09,RB Leipzig,0.0,draw,False,Julian Nagelsmann,223.0
Bundesliga,Germany,2020-02-14,Eint Frankfurt,0.0,loss,False,Adi Hütter,593.0
Bundesliga,Germany,2020-02-15,Leverkusen,3.0,win,False,Peter Bosz,419.0
Bundesliga,Germany,2020-02-15,Wolfsburg,3.0,win,False,Oliver Glasner,229.0
Bundesliga,Germany,2020-02-15,Werder Bremen,0.0,loss,False,Florian Kohfeldt,827.0
Bundesliga,Germany,2020-02-15,Freiburg,1.0,draw,False,Christian Streich,2970.0
Bundesliga,Germany,2020-02-15,M'Gladbach,4.0,win,False,Marco Rose,229.0
Bundesliga,Germany,2020-02-16,Bayern Munich,4.0,win,False,Hansi Flick,105.0
Bundesliga,Germany,2020-02-22,Hoffenheim,1.0,draw,False,Alfred Schreuder,236.0
Bundesliga,Germany,2020-02-22,Dortmund,2.0,win,False,Lucien Favre,601.0
Bundesliga,Germany,2020-02-22,RB Leipzig,5.0,win,False,Julian Nagelsmann,236.0
Bundesliga,Germany,2020-02-23,Augsburg,0.0,loss,False,Martin Schmidt,320.0
Bundesliga,Germany,2020-02-23,Mainz 05,0.0,loss,False,Achim Beierlorzer,97.0
Bundesliga,Germany,2020-02-29,Freiburg,0.0,loss,False,Christian Streich,2984.0
Bundesliga,Germany,2020-02-29,M'Gladbach,3.0,win,False,Marco Rose,243.0
Bundesliga,Germany,2020-02-29,Bayern Munich,6.0,win,False,Hansi Flick,118.0
Bundesliga,Germany,2020-03-01,Wolfsburg,2.0,draw,False,Oliver Glasner,244.0
Bundesliga,Germany,2020-03-01,Leverkusen,1.0,draw,False,Peter Bosz,434.0
Bundesliga,Germany,2020-06-03,Eint Frankfurt,3.0,win,False,Adi Hütter,703.0
Bundesliga,Germany,2020-03-07,RB Leipzig,0.0,draw,False,Julian Nagelsmann,250.0
Bundesliga,Germany,2020-03-07,Eint Frankfurt,0.0,loss,False,Adi Hütter,615.0
Bundesliga,Germany,2020-03-07,Hoffenheim,1.0,draw,False,Alfred Schreuder,250.0
Bundesliga,Germany,2020-03-07,Werder Bremen,2.0,draw,False,Florian Kohfeldt,848.0
Bundesliga,Germany,2020-03-07,Dortmund,2.0,win,False,Lucien Favre,615.0
Bundesliga,Germany,2020-03-08,Augsburg,0.0,loss,False,Martin Schmidt,334.0
Bundesliga,Germany,2020-05-16,Wolfsburg,2.0,win,False,Oliver Glasner,320.0
Bundesliga,Germany,2020-05-16,Freiburg,1.0,draw,False,Christian Streich,3061.0
Bundesliga,Germany,2020-05-16,M'Gladbach,3.0,win,False,Marco Rose,320.0
Bundesliga,Germany,2020-05-17,Mainz 05,2.0,draw,False,Achim Beierlorzer,181.0
Bundesliga,Germany,2020-05-17,Bayern Munich,2.0,win,False,Hansi Flick,196.0
Bundesliga,Germany,2020-05-18,Leverkusen,4.0,win,False,Peter Bosz,512.0
Bundesliga,Germany,2020-05-23,Dortmund,2.0,win,False,Lucien Favre,692.0
Bundesliga,Germany,2020-05-23,Leverkusen,3.0,win,False,Peter Bosz,517.0
Bundesliga,Germany,2020-05-23,Werder Bremen,1.0,win,False,Florian Kohfeldt,925.0
Bundesliga,Germany,2020-05-23,Hoffenheim,1.0,draw,False,Alfred Schreuder,327.0
Bundesliga,Germany,2020-05-23,Eint Frankfurt,2.0,loss,False,Adi Hütter,692.0
Bundesliga,Germany,2020-05-24,Augsburg,3.0,win,False,Heiko Herrlich,75.0
Bundesliga,Germany,2020-05-24,RB Leipzig,5.0,win,False,Julian Nagelsmann,328.0
Bundesliga,Germany,2020-05-26,Bayern Munich,1.0,win,False,Hansi Flick,205.0
Bundesliga,Germany,2020-05-26,Freiburg,3.0,draw,False,Christian Streich,3071.0
Bundesliga,Germany,2020-05-26,M'Gladbach,0.0,draw,False,Marco Rose,330.0
Bundesliga,Germany,2020-05-26,Wolfsburg,4.0,win,False,Oliver Glasner,330.0
Bundesliga,Germany,2020-05-27,Mainz 05,1.0,draw,False,Achim Beierlorzer,191.0
Bundesliga,Germany,2020-05-29,Leverkusen,1.0,win,False,Peter Bosz,523.0
Bundesliga,Germany,2020-05-30,Hoffenheim,1.0,win,False,Alfred Schreuder,334.0
Bundesliga,Germany,2020-05-30,Werder Bremen,1.0,win,False,Florian Kohfeldt,932.0
Bundesliga,Germany,2020-05-30,Augsburg,0.0,loss,False,Heiko Herrlich,81.0
Bundesliga,Germany,2020-05-30,Eint Frankfurt,2.0,win,False,Adi Hütter,699.0
Bundesliga,Germany,2020-05-31,Dortmund,6.0,win,False,Lucien Favre,700.0
Bundesliga,Germany,2020-06-01,RB Leipzig,4.0,win,False,Julian Nagelsmann,336.0
Bundesliga,Germany,2019-08-30,RB Leipzig,3.0,win,False,Julian Nagelsmann,60.0
Bundesliga,Germany,2019-08-31,Hoffenheim,0.0,draw,False,Alfred Schreuder,61.0
Bundesliga,Germany,2019-08-31,Mainz 05,1.0,loss,False,Sandro Schwarz,791.0
Bundesliga,Germany,2019-08-31,Dortmund,1.0,loss,False,Lucien Favre,426.0
Bundesliga,Germany,2019-09-01,Augsburg,2.0,loss,False,Martin Schmidt,145.0
Bundesliga,Germany,2020-06-05,M'Gladbach,0.0,loss,False,Marco Rose,340.0
Bundesliga,Germany,2020-06-06,Bayern Munich,4.0,win,False,Hansi Flick,216.0
Bundesliga,Germany,2020-06-06,Hoffenheim,2.0,draw,False,Alfred Schreuder,341.0
Bundesliga,Germany,2020-06-06,Mainz 05,2.0,win,False,Achim Beierlorzer,201.0
Bundesliga,Germany,2020-06-07,Wolfsburg,1.0,win,False,Oliver Glasner,342.0
Bundesliga,Germany,2020-06-12,RB Leipzig,2.0,win,False,Julian Nagelsmann,347.0
Bundesliga,Germany,2020-06-13,Eint Frankfurt,4.0,win,False,Adi Hütter,713.0
Bundesliga,Germany,2020-06-13,Freiburg,2.0,draw,False,Christian Streich,3089.0
Bundesliga,Germany,2020-06-13,Werder Bremen,5.0,win,False,Florian Kohfeldt,946.0
Bundesliga,Germany,2020-06-13,Dortmund,1.0,win,False,Lucien Favre,713.0
Bundesliga,Germany,2020-06-13,M'Gladbach,1.0,loss,False,Marco Rose,348.0
Bundesliga,Germany,2020-06-14,Augsburg,1.0,win,False,Heiko Herrlich,96.0
Bundesliga,Germany,2020-06-14,Leverkusen,1.0,draw,False,Peter Bosz,539.0
Bundesliga,Germany,2020-06-16,Wolfsburg,0.0,loss,False,Oliver Glasner,351.0
Bundesliga,Germany,2020-06-16,Bayern Munich,1.0,win,False,Hansi Flick,226.0
Bundesliga,Germany,2020-06-17,Mainz 05,2.0,win,False,Achim Beierlorzer,212.0
Bundesliga,Germany,2020-06-20,Freiburg,1.0,loss,False,Christian Streich,3096.0
Bundesliga,Germany,2020-06-20,Augsburg,1.0,draw,False,Heiko Herrlich,102.0
Bundesliga,Germany,2020-06-20,Wolfsburg,4.0,win,False,Oliver Glasner,355.0
Bundesliga,Germany,2020-06-20,M'Gladbach,3.0,win,False,Marco Rose,355.0
Bundesliga,Germany,2020-06-20,Leverkusen,0.0,loss,False,Peter Bosz,545.0
Bundesliga,Germany,2020-06-20,Werder Bremen,1.0,loss,False,Florian Kohfeldt,953.0
Bundesliga,Germany,2020-06-20,Dortmund,2.0,win,False,Lucien Favre,720.0
Bundesliga,Germany,2020-06-20,Eint Frankfurt,1.0,draw,False,Adi Hütter,720.0
Bundesliga,Germany,2020-06-27,Bayern Munich,4.0,win,False,Hansi Flick,237.0
Bundesliga,Germany,2020-06-27,Hoffenheim,4.0,win,False,Marcel Rapp,2.0
Bundesliga,Germany,2020-06-27,Mainz 05,0.0,loss,False,Achim Beierlorzer,222.0
Bundesliga,Germany,2020-06-27,RB Leipzig,2.0,win,False,Julian Nagelsmann,362.0
Bundesliga,Germany,2019-09-13,Wolfsburg,1.0,draw,False,Oliver Glasner,74.0
Bundesliga,Germany,2019-09-14,M'Gladbach,1.0,win,False,Marco Rose,75.0
Bundesliga,Germany,2019-09-14,Eint Frankfurt,1.0,loss,False,Adi Hütter,440.0
Bundesliga,Germany,2019-09-14,Leverkusen,0.0,loss,False,Peter Bosz,265.0
Bundesliga,Germany,2019-09-14,Werder Bremen,2.0,win,False,Florian Kohfeldt,673.0
Bundesliga,Germany,2019-09-14,Bayern Munich,1.0,draw,False,Niko Kovac,440.0
Bundesliga,Germany,2019-09-15,Freiburg,3.0,win,False,Christian Streich,2817.0
Bundesliga,Germany,2019-09-20,Mainz 05,1.0,loss,False,Sandro Schwarz,811.0
Bundesliga,Germany,2019-09-21,Augsburg,1.0,draw,False,Martin Schmidt,165.0
Bundesliga,Germany,2019-09-21,RB Leipzig,3.0,win,False,Julian Nagelsmann,82.0
Bundesliga,Germany,2019-09-22,Dortmund,2.0,draw,False,Lucien Favre,448.0
Bundesliga,Germany,2019-09-23,Hoffenheim,1.0,draw,False,Alfred Schreuder,84.0
Bundesliga,Germany,2019-09-27,Eint Frankfurt,2.0,win,False,Adi Hütter,453.0
Bundesliga,Germany,2019-09-28,Leverkusen,3.0,win,False,Peter Bosz,279.0
Bundesliga,Germany,2019-09-28,Wolfsburg,1.0,win,False,Oliver Glasner,89.0
Bundesliga,Germany,2019-09-28,M'Gladbach,3.0,win,False,Marco Rose,89.0
Bundesliga,Germany,2019-09-28,Bayern Munich,3.0,win,False,Niko Kovac,454.0
Bundesliga,Germany,2019-09-28,Werder Bremen,2.0,draw,False,Florian Kohfeldt,687.0
Bundesliga,Germany,2019-09-29,Freiburg,2.0,win,False,Christian Streich,2831.0
Bundesliga,Germany,2019-10-05,Mainz 05,2.0,win,False,Sandro Schwarz,826.0
Bundesliga,Germany,2019-10-05,Dortmund,2.0,draw,False,Lucien Favre,461.0
Bundesliga,Germany,2019-10-05,Hoffenheim,2.0,win,False,Alfred Schreuder,96.0
Bundesliga,Germany,2019-10-05,RB Leipzig,1.0,draw,False,Julian Nagelsmann,96.0
Bundesliga,Germany,2019-10-06,Augsburg,1.0,loss,False,Martin Schmidt,180.0
Bundesliga,Germany,2019-10-06,Werder Bremen,2.0,draw,False,Florian Kohfeldt,695.0
Bundesliga,Germany,2019-10-18,Leverkusen,0.0,loss,False,Peter Bosz,299.0
Bundesliga,Germany,2019-10-19,Wolfsburg,1.0,draw,False,Oliver Glasner,110.0
Bundesliga,Germany,2019-10-19,Bayern Munich,2.0,draw,False,Niko Kovac,475.0
Bundesliga,Germany,2019-10-19,Mainz 05,0.0,loss,False,Sandro Schwarz,840.0
Bundesliga,Germany,2019-10-19,Freiburg,0.0,loss,False,Christian Streich,2851.0
Bundesliga,Germany,2019-10-19,M'Gladbach,0.0,loss,False,Marco Rose,110.0
Bundesliga,Germany,2019-10-26,RB Leipzig,1.0,loss,False,Julian Nagelsmann,117.0
Bundesliga,Germany,2019-10-26,Hoffenheim,3.0,win,False,Alfred Schreuder,117.0
Bundesliga,Germany,2019-10-26,Dortmund,0.0,draw,False,Lucien Favre,482.0
Bundesliga,Germany,2019-10-26,Werder Bremen,2.0,draw,False,Florian Kohfeldt,715.0
Bundesliga,Germany,2019-10-27,Augsburg,0.0,draw,False,Martin Schmidt,201.0
Bundesliga,Germany,2019-10-27,Eint Frankfurt,2.0,loss,False,Adi Hütter,483.0
Bundesliga,Germany,2020-07-06,Werder Bremen,2.0,draw,False,Florian Kohfeldt,969.0
Bundesliga,Germany,2020-09-19,Hoffenheim,3.0,win,False,Sebastian Hoeneß,48.0
Bundesliga,Germany,2020-09-19,Augsburg,3.0,win,False,Heiko Herrlich,193.0
Bundesliga,Germany,2020-09-19,Freiburg,3.0,win,False,Christian Streich,3187.0
Bundesliga,Germany,2020-09-19,M'Gladbach,0.0,loss,False,Marco Rose,446.0
Bundesliga,Germany,2020-09-20,Mainz 05,1.0,loss,False,Achim Beierlorzer,307.0
Bundesliga,Germany,2020-09-20,Leverkusen,0.0,draw,False,Peter Bosz,637.0
Bundesliga,Germany,2020-12-05,Dortmund,1.0,draw,False,Lucien Favre,888.0
Bundesliga,Germany,2020-12-05,Wolfsburg,2.0,draw,False,Oliver Glasner,523.0
Bundesliga,Germany,2020-12-05,Mainz 05,1.0,loss,False,Jan-Moritz Lichte,68.0
Bundesliga,Germany,2020-12-05,M'Gladbach,2.0,draw,False,Marco Rose,523.0
Bundesliga,Germany,2020-12-05,RB Leipzig,3.0,draw,False,Julian Nagelsmann,523.0
Bundesliga,Germany,2020-12-06,Stuttgart,2.0,win,False,Pellegrino Matarazzo,342.0
Bundesliga,Germany,2020-12-06,Leverkusen,3.0,win,False,Peter Bosz,714.0
Bundesliga,Germany,2020-12-07,Augsburg,1.0,loss,False,Heiko Herrlich,272.0
Bundesliga,Germany,2020-12-11,Eint Frankfurt,1.0,loss,False,Adi Hütter,894.0
Bundesliga,Germany,2020-12-12,Stuttgart,5.0,win,False,Pellegrino Matarazzo,348.0
Bundesliga,Germany,2020-12-12,Werder Bremen,0.0,loss,False,Florian Kohfeldt,1128.0
Bundesliga,Germany,2020-12-12,Bayern Munich,1.0,draw,False,Hansi Flick,405.0
Bundesliga,Germany,2020-12-13,Hoffenheim,1.0,loss,False,Sebastian Hoeneß,133.0
Bundesliga,Germany,2020-12-15,M'Gladbach,3.0,draw,False,Marco Rose,533.0
Bundesliga,Germany,2020-12-15,Mainz 05,0.0,draw,False,Jan-Moritz Lichte,78.0
Bundesliga,Germany,2020-12-16,Freiburg,2.0,win,False,Christian Streich,3275.0
Bundesliga,Germany,2020-12-16,RB Leipzig,1.0,win,False,Julian Nagelsmann,534.0
Bundesliga,Germany,2020-12-16,Augsburg,1.0,win,False,Heiko Herrlich,281.0
Bundesliga,Germany,2020-12-16,Leverkusen,4.0,win,False,Peter Bosz,724.0
Bundesliga,Germany,2020-12-16,Wolfsburg,1.0,loss,False,Oliver Glasner,534.0
Bundesliga,Germany,2020-12-19,Eint Frankfurt,2.0,win,False,Adi Hütter,902.0
Bundesliga,Germany,2020-12-19,Hoffenheim,2.0,win,False,Sebastian Hoeneß,139.0
Bundesliga,Germany,2020-12-19,Werder Bremen,1.0,win,False,Florian Kohfeldt,1135.0
Bundesliga,Germany,2020-12-19,Bayern Munich,2.0,win,False,Hansi Flick,412.0
Bundesliga,Germany,2020-12-20,Stuttgart,0.0,loss,False,Pellegrino Matarazzo,356.0
Bundesliga,Germany,2021-01-02,Leverkusen,1.0,loss,False,Peter Bosz,741.0
Bundesliga,Germany,2021-01-02,M'Gladbach,1.0,win,False,Marco Rose,551.0
Bundesliga,Germany,2021-01-02,Augsburg,1.0,win,False,Heiko Herrlich,298.0
Bundesliga,Germany,2021-01-02,Freiburg,3.0,win,False,Christian Streich,3292.0
Bundesliga,Germany,2021-01-02,RB Leipzig,1.0,win,False,Julian Nagelsmann,551.0
Bundesliga,Germany,2021-01-03,Wolfsburg,0.0,loss,False,Oliver Glasner,552.0
Bundesliga,Germany,2021-01-08,Bayern Munich,2.0,loss,False,Hansi Flick,432.0
Bundesliga,Germany,2021-01-09,Eint Frankfurt,2.0,win,False,Adi Hütter,923.0
Bundesliga,Germany,2021-01-09,Wolfsburg,2.0,draw,False,Oliver Glasner,558.0
Bundesliga,Germany,2021-01-09,Werder Bremen,1.0,draw,False,Florian Kohfeldt,1156.0
Bundesliga,Germany,2021-01-09,Hoffenheim,0.0,loss,False,Sebastian Hoeneß,160.0
Bundesliga,Germany,2021-01-09,Dortmund,3.0,win,False,Edin Terzic,11.0
Bundesliga,Germany,2021-01-10,Stuttgart,4.0,win,False,Pellegrino Matarazzo,377.0
Bundesliga,Germany,2021-01-15,Leverkusen,0.0,loss,False,Peter Bosz,754.0
Bundesliga,Germany,2021-01-16,RB Leipzig,2.0,draw,False,Julian Nagelsmann,565.0
Bundesliga,Germany,2021-01-16,Mainz 05,1.0,draw,False,Bo Svensson,12.0
Bundesliga,Germany,2021-01-16,Augsburg,0.0,loss,False,Heiko Herrlich,312.0
Bundesliga,Germany,2021-01-16,M'Gladbach,2.0,draw,False,Marco Rose,565.0
Bundesliga,Germany,2021-01-17,Freiburg,1.0,loss,False,Christian Streich,3307.0
Bundesliga,Germany,2021-01-19,Werder Bremen,0.0,loss,False,Florian Kohfeldt,1166.0
Bundesliga,Germany,2021-01-19,Dortmund,1.0,loss,False,Edin Terzic,21.0
Bundesliga,Germany,2021-01-19,Hoffenheim,3.0,win,False,Sebastian Hoeneß,170.0
Bundesliga,Germany,2021-01-19,Wolfsburg,2.0,win,False,Oliver Glasner,568.0
Bundesliga,Germany,2021-01-20,Bayern Munich,1.0,win,False,Hansi Flick,444.0
Bundesliga,Germany,2021-01-20,Stuttgart,0.0,loss,False,Pellegrino Matarazzo,387.0
Bundesliga,Germany,2021-01-20,Eint Frankfurt,2.0,draw,False,Adi Hütter,934.0
Bundesliga,Germany,2021-01-22,Dortmund,2.0,loss,False,Edin Terzic,24.0
Bundesliga,Germany,2021-01-23,RB Leipzig,2.0,loss,False,Julian Nagelsmann,572.0
Bundesliga,Germany,2021-01-23,Eint Frankfurt,5.0,win,False,Adi Hütter,937.0
Bundesliga,Germany,2021-01-23,Stuttgart,1.0,loss,False,Pellegrino Matarazzo,390.0
Bundesliga,Germany,2021-01-23,Wolfsburg,1.0,win,False,Oliver Glasner,572.0
Bundesliga,Germany,2021-01-23,Werder Bremen,4.0,win,False,Florian Kohfeldt,1170.0
Bundesliga,Germany,2021-01-24,Bayern Munich,4.0,win,False,Hansi Flick,448.0
Bundesliga,Germany,2021-01-29,Mainz 05,0.0,loss,False,Bo Svensson,25.0
Bundesliga,Germany,2021-01-30,Hoffenheim,1.0,loss,False,Sebastian Hoeneß,181.0
Bundesliga,Germany,2021-01-30,M'Gladbach,1.0,draw,False,Marco Rose,579.0
Bundesliga,Germany,2021-01-30,Augsburg,1.0,loss,False,Heiko Herrlich,326.0
Bundesliga,Germany,2021-01-30,Leverkusen,0.0,loss,False,Peter Bosz,769.0
Bundesliga,Germany,2021-01-31,Freiburg,0.0,loss,False,Christian Streich,3321.0
Bundesliga,Germany,2020-09-25,Eint Frankfurt,3.0,win,False,Adi Hütter,817.0
Bundesliga,Germany,2020-09-26,Dortmund,0.0,loss,False,Lucien Favre,818.0
Bundesliga,Germany,2020-09-26,RB Leipzig,1.0,draw,False,Julian Nagelsmann,453.0
Bundesliga,Germany,2020-09-26,Stuttgart,4.0,win,False,Pellegrino Matarazzo,271.0
Bundesliga,Germany,2020-09-26,Werder Bremen,3.0,win,False,Florian Kohfeldt,1051.0
Bundesliga,Germany,2020-09-27,Bayern Munich,1.0,loss,False,Hansi Flick,329.0
Bundesliga,Germany,2020-09-27,Wolfsburg,1.0,draw,False,Oliver Glasner,454.0
Bundesliga,Germany,2021-02-05,Bayern Munich,1.0,win,False,Hansi Flick,460.0
Bundesliga,Germany,2021-02-06,Dortmund,1.0,loss,False,Edin Terzic,39.0
Bundesliga,Germany,2021-02-06,Stuttgart,2.0,loss,False,Pellegrino Matarazzo,404.0
Bundesliga,Germany,2021-02-06,RB Leipzig,3.0,win,False,Julian Nagelsmann,586.0
Bundesliga,Germany,2021-02-06,Wolfsburg,2.0,win,False,Oliver Glasner,586.0
Bundesliga,Germany,2021-02-07,Eint Frankfurt,3.0,win,False,Adi Hütter,952.0
Bundesliga,Germany,2021-03-10,Werder Bremen,2.0,win,False,Florian Kohfeldt,1216.0
Bundesliga,Germany,2021-02-12,Augsburg,1.0,loss,False,Heiko Herrlich,339.0
Bundesliga,Germany,2021-02-13,Freiburg,0.0,draw,False,Christian Streich,3334.0
Bundesliga,Germany,2021-02-13,Hoffenheim,2.0,draw,False,Sebastian Hoeneß,195.0
Bundesliga,Germany,2021-02-13,Mainz 05,2.0,draw,False,Bo Svensson,40.0
Bundesliga,Germany,2021-02-14,M'Gladbach,0.0,draw,False,Marco Rose,594.0
Bundesliga,Germany,2021-02-19,Wolfsburg,3.0,win,False,Oliver Glasner,599.0
Bundesliga,Germany,2021-02-20,Mainz 05,2.0,win,False,Bo Svensson,47.0
