League,Country,Date,Team,Goals,Result,isHome,HeadCoach,DaysInPost
La Liga,Spain,2022-03-13,Barcelona,4.0,win,True,Xavi,127.0
La Liga,Spain,2022-03-18,Athletic Club,1.0,draw,True,Marcelino,438.0
La Liga,Spain,2022-03-19,Rayo Vallecano,0.0,loss,True,Andoni Iraola,590.0
La Liga,Spain,2022-03-20,Celta Vigo,0.0,draw,True,Eduardo Coudet,493.0
La Liga,Spain,2022-03-20,Sevilla,0.0,draw,True,Julen Lopetegui,993.0
La Liga,Spain,2022-03-20,Real Madrid,0.0,loss,True,Carlo Ancelotti,262.0
La Liga,Spain,2021-08-27,Valencia,3.0,win,True,Pepe Bordalás,57.0
La Liga,Spain,2021-08-28,Celta Vigo,0.0,loss,True,Eduardo Coudet,289.0
La Liga,Spain,2021-08-28,Real Sociedad,1.0,win,True,Imanol Alguacil,975.0
La Liga,Spain,2021-08-28,Betis,0.0,loss,True,Manuel Pellegrini,392.0
La Liga,Spain,2021-08-29,Barcelona,2.0,win,True,Ronald Koeman,375.0
La Liga,Spain,2021-08-29,Rayo Vallecano,4.0,win,True,Andoni Iraola,388.0
La Liga,Spain,2021-08-29,Atl<U+00C3><U+00A9>tico Madrid,2.0,draw,True,Diego Simeone,3537.0
La Liga,Spain,2022-04-02,Getafe,1.0,win,True,Quique Sánchez Flores,178.0
La Liga,Spain,2022-04-02,Celta Vigo,1.0,loss,True,Eduardo Coudet,506.0
La Liga,Spain,2022-04-02,Atl<U+00C3><U+00A9>tico Madrid,4.0,win,True,Diego Simeone,3753.0
La Liga,Spain,2022-04-03,Athletic Club,2.0,win,True,Marcelino,454.0
La Liga,Spain,2022-04-03,Betis,4.0,win,True,Manuel Pellegrini,610.0
La Liga,Spain,2022-04-03,Valencia,0.0,draw,True,Pepe Bordalás,276.0
La Liga,Spain,2022-04-03,Barcelona,1.0,win,True,Xavi,148.0
La Liga,Spain,2022-04-04,Real Sociedad,1.0,win,True,Imanol Alguacil,1194.0
La Liga,Spain,2022-04-08,Sevilla,4.0,win,True,Julen Lopetegui,1012.0
La Liga,Spain,2022-04-09,Villarreal,1.0,draw,True,Unai Emery,625.0
La Liga,Spain,2022-04-09,Real Madrid,2.0,win,True,Carlo Ancelotti,282.0
La Liga,Spain,2022-04-11,Rayo Vallecano,1.0,draw,True,Andoni Iraola,613.0
La Liga,Spain,2022-04-15,Real Sociedad,0.0,draw,True,Imanol Alguacil,1205.0
La Liga,Spain,2022-04-16,Valencia,1.0,loss,True,Pepe Bordalás,289.0
La Liga,Spain,2022-04-16,Getafe,1.0,loss,True,Quique Sánchez Flores,192.0
La Liga,Spain,2022-04-17,Atl<U+00C3><U+00A9>tico Madrid,2.0,win,True,Diego Simeone,3768.0
La Liga,Spain,2022-04-17,Athletic Club,0.0,loss,True,Marcelino,468.0
La Liga,Spain,2022-04-17,Sevilla,2.0,loss,True,Julen Lopetegui,1021.0
La Liga,Spain,2022-04-18,Barcelona,0.0,loss,True,Xavi,163.0
La Liga,Spain,2022-04-19,Betis,0.0,loss,True,Manuel Pellegrini,626.0
La Liga,Spain,2022-04-19,Villarreal,2.0,win,True,Unai Emery,635.0
La Liga,Spain,2022-04-20,Atl<U+00C3><U+00A9>tico Madrid,0.0,draw,True,Diego Simeone,3771.0
La Liga,Spain,2022-04-20,Celta Vigo,0.0,loss,True,Eduardo Coudet,524.0
La Liga,Spain,2022-04-21,Real Sociedad,0.0,loss,True,Imanol Alguacil,1211.0
La Liga,Spain,2022-04-29,Sevilla,1.0,draw,True,Julen Lopetegui,1033.0
La Liga,Spain,2022-04-30,Real Madrid,4.0,win,True,Carlo Ancelotti,303.0
La Liga,Spain,2022-04-30,Valencia,1.0,draw,True,Pepe Bordalás,303.0
La Liga,Spain,2022-04-30,Athletic Club,2.0,win,True,Marcelino,481.0
La Liga,Spain,2022-05-01,Rayo Vallecano,1.0,draw,True,Andoni Iraola,633.0
La Liga,Spain,2022-05-01,Barcelona,2.0,win,True,Xavi,176.0
La Liga,Spain,2022-05-02,Getafe,0.0,draw,True,Quique Sánchez Flores,208.0
La Liga,Spain,2022-05-07,Athletic Club,0.0,draw,True,Marcelino,488.0
La Liga,Spain,2022-05-07,Celta Vigo,4.0,win,True,Eduardo Coudet,541.0
La Liga,Spain,2022-05-07,Betis,1.0,loss,True,Manuel Pellegrini,644.0
La Liga,Spain,2022-05-08,Getafe,0.0,draw,True,Quique Sánchez Flores,214.0
La Liga,Spain,2022-05-08,Villarreal,1.0,draw,True,Unai Emery,654.0
La Liga,Spain,2022-05-08,Atl<U+00C3><U+00A9>tico Madrid,1.0,win,True,Diego Simeone,3789.0
La Liga,Spain,2022-05-10,Valencia,0.0,loss,True,Pepe Bordalás,313.0
La Liga,Spain,2022-05-10,Barcelona,3.0,win,True,Xavi,185.0
La Liga,Spain,2022-05-11,Sevilla,0.0,draw,True,Julen Lopetegui,1045.0
La Liga,Spain,2022-05-12,Real Sociedad,3.0,win,True,Imanol Alguacil,1232.0
La Liga,Spain,2022-05-12,Rayo Vallecano,1.0,loss,True,Andoni Iraola,644.0
La Liga,Spain,2022-05-12,Real Madrid,6.0,win,True,Carlo Ancelotti,315.0
La Liga,Spain,2022-05-15,Villarreal,1.0,loss,True,Unai Emery,661.0
La Liga,Spain,2022-05-15,Getafe,0.0,draw,True,Quique Sánchez Flores,221.0
La Liga,Spain,2022-05-15,Athletic Club,2.0,win,True,Marcelino,496.0
La Liga,Spain,2022-05-15,Atl<U+00C3><U+00A9>tico Madrid,1.0,draw,True,Diego Simeone,3796.0
La Liga,Spain,2022-05-15,Betis,2.0,win,True,Manuel Pellegrini,652.0
La Liga,Spain,2022-05-15,Celta Vigo,1.0,win,True,Eduardo Coudet,549.0
La Liga,Spain,2022-05-20,Real Madrid,0.0,draw,True,Carlo Ancelotti,323.0
La Liga,Spain,2022-05-20,Rayo Vallecano,2.0,loss,True,Andoni Iraola,652.0
La Liga,Spain,2022-05-21,Valencia,2.0,win,True,Pepe Bordalás,324.0
La Liga,Spain,2022-05-22,Barcelona,0.0,loss,True,Xavi,197.0
La Liga,Spain,2022-05-22,Sevilla,1.0,win,True,Julen Lopetegui,1056.0
La Liga,Spain,2022-05-22,Real Sociedad,1.0,loss,True,Imanol Alguacil,1242.0
La Liga,Spain,2021-09-11,Athletic Club,2.0,win,True,Marcelino,250.0
La Liga,Spain,2021-09-12,Real Madrid,5.0,win,True,Carlo Ancelotti,73.0
La Liga,Spain,2021-09-13,Getafe,0.0,loss,True,Michel,74.0
La Liga,Spain,2021-12-21,Villarreal,5.0,win,True,Unai Emery,516.0
La Liga,Spain,2021-12-21,Sevilla,1.0,draw,True,Julen Lopetegui,904.0
La Liga,Spain,2021-09-17,Celta Vigo,1.0,loss,True,Eduardo Coudet,309.0
La Liga,Spain,2021-09-18,Rayo Vallecano,3.0,win,True,Andoni Iraola,408.0
La Liga,Spain,2021-09-18,Atl<U+00C3><U+00A9>tico Madrid,0.0,draw,True,Diego Simeone,3557.0
La Liga,Spain,2021-09-19,Real Sociedad,0.0,draw,True,Imanol Alguacil,997.0
La Liga,Spain,2021-09-19,Betis,2.0,draw,True,Manuel Pellegrini,414.0
La Liga,Spain,2021-09-19,Valencia,1.0,loss,True,Pepe Bordalás,80.0
La Liga,Spain,2021-09-20,Barcelona,1.0,draw,True,Ronald Koeman,397.0
La Liga,Spain,2021-09-21,Getafe,1.0,loss,True,Michel,82.0
La Liga,Spain,2021-09-21,Athletic Club,1.0,loss,True,Marcelino,260.0
La Liga,Spain,2021-09-22,Sevilla,3.0,win,True,Julen Lopetegui,814.0
La Liga,Spain,2021-09-22,Real Madrid,6.0,win,True,Carlo Ancelotti,83.0
La Liga,Spain,2021-09-22,Villarreal,4.0,win,True,Unai Emery,426.0
La Liga,Spain,2021-09-25,Valencia,1.0,draw,True,Pepe Bordalás,86.0
La Liga,Spain,2021-09-25,Sevilla,2.0,win,True,Julen Lopetegui,817.0
La Liga,Spain,2021-09-25,Real Madrid,0.0,draw,True,Carlo Ancelotti,86.0
La Liga,Spain,2021-09-26,Barcelona,3.0,win,True,Ronald Koeman,403.0
La Liga,Spain,2021-09-26,Rayo Vallecano,3.0,win,True,Andoni Iraola,416.0
La Liga,Spain,2021-09-26,Real Sociedad,1.0,win,True,Imanol Alguacil,1004.0
La Liga,Spain,2021-09-26,Betis,2.0,win,True,Manuel Pellegrini,421.0
La Liga,Spain,2021-09-27,Celta Vigo,1.0,win,True,Eduardo Coudet,319.0
La Liga,Spain,2021-10-01,Athletic Club,1.0,win,True,Marcelino,270.0
La Liga,Spain,2021-10-02,Atl<U+00C3><U+00A9>tico Madrid,2.0,win,True,Diego Simeone,3571.0
La Liga,Spain,2021-10-03,Getafe,1.0,draw,True,Michel,94.0
La Liga,Spain,2021-10-03,Villarreal,2.0,win,True,Unai Emery,437.0
La Liga,Spain,2021-10-16,Real Sociedad,1.0,win,True,Imanol Alguacil,1024.0
La Liga,Spain,2021-10-17,Rayo Vallecano,2.0,win,True,Andoni Iraola,437.0
La Liga,Spain,2021-10-17,Celta Vigo,0.0,loss,True,Eduardo Coudet,339.0
La Liga,Spain,2021-10-17,Villarreal,1.0,loss,True,Unai Emery,451.0
La Liga,Spain,2021-10-17,Barcelona,3.0,win,True,Ronald Koeman,424.0
La Liga,Spain,2021-12-01,Real Madrid,1.0,win,True,Carlo Ancelotti,153.0
Ligue 1,France,2017-08-04,Monaco,3.0,win,True,Leonardo Jardim,1130.0
Ligue 1,France,2017-08-05,Paris S-G,2.0,win,True,Unai Emery,400.0
Ligue 1,France,2017-08-05,Lyon,4.0,win,True,Bruno Génésio,590.0
Ligue 1,France,2017-08-05,Montpellier,1.0,win,True,Michel Der Zakarian,74.0
Ligue 1,France,2017-08-06,Marseille,3.0,win,True,Rudi Garcia,290.0
Ligue 1,France,2017-10-21,Monaco,2.0,win,True,Leonardo Jardim,1208.0
Ligue 1,France,2017-10-21,Nantes,2.0,win,True,Claudio Ranieri,112.0
Ligue 1,France,2017-10-22,Nice,1.0,loss,True,Lucien Favre,478.0
Ligue 1,France,2017-10-22,Marseille,2.0,draw,True,Rudi Garcia,367.0
Ligue 1,France,2017-10-27,Paris S-G,3.0,win,True,Unai Emery,483.0
Ligue 1,France,2017-10-28,Montpellier,0.0,loss,True,Michel Der Zakarian,158.0
Ligue 1,France,2017-10-28,Strasbourg,2.0,draw,True,Thierry Laurey,484.0
Ligue 1,France,2017-10-29,Lyon,2.0,win,True,Bruno Génésio,675.0
Ligue 1,France,2017-10-29,Toulouse,0.0,draw,True,Pascal Dupraz,607.0
Ligue 1,France,2017-11-04,Montpellier,1.0,draw,True,Michel Der Zakarian,165.0
Ligue 1,France,2017-11-04,Nantes,2.0,win,True,Claudio Ranieri,126.0
Ligue 1,France,2017-11-04,Monaco,6.0,win,True,Leonardo Jardim,1222.0
Ligue 1,France,2017-11-05,Nice,1.0,win,True,Lucien Favre,492.0
Ligue 1,France,2017-11-05,Marseille,5.0,win,True,Rudi Garcia,381.0
Ligue 1,France,2017-11-18,Paris S-G,4.0,win,True,Unai Emery,505.0
Ligue 1,France,2017-11-18,Strasbourg,2.0,win,True,Thierry Laurey,505.0
Ligue 1,France,2017-11-18,Toulouse,0.0,draw,True,Pascal Dupraz,627.0
Ligue 1,France,2017-11-19,Lyon,0.0,draw,True,Bruno Génésio,696.0
Ligue 1,France,2017-11-25,Rennes,2.0,win,True,Sabri Lamouchi,17.0
Ligue 1,France,2017-11-25,Montpellier,3.0,win,True,Michel Der Zakarian,186.0
Ligue 1,France,2017-11-26,Nice,0.0,loss,True,Lucien Favre,513.0
Ligue 1,France,2017-11-26,Marseille,1.0,win,True,Rudi Garcia,402.0
Ligue 1,France,2017-11-26,Monaco,1.0,loss,True,Leonardo Jardim,1244.0
Ligue 1,France,2017-11-28,Strasbourg,0.0,draw,True,Thierry Laurey,515.0
Ligue 1,France,2017-11-29,Lyon,1.0,loss,True,Bruno Génésio,706.0
Ligue 1,France,2017-11-29,Toulouse,1.0,loss,True,Pascal Dupraz,638.0
Ligue 1,France,2017-11-29,Nantes,1.0,win,True,Claudio Ranieri,151.0
Ligue 1,France,2017-11-29,Paris S-G,2.0,win,True,Unai Emery,516.0
Ligue 1,France,2017-12-02,Strasbourg,2.0,win,True,Thierry Laurey,519.0
Ligue 1,France,2017-12-02,Nice,3.0,win,True,Lucien Favre,519.0
Ligue 1,France,2017-12-02,Rennes,2.0,win,True,Sabri Lamouchi,24.0
Ligue 1,France,2017-12-02,Monaco,1.0,win,True,Leonardo Jardim,1250.0
Ligue 1,France,2017-12-03,Montpellier,1.0,draw,True,Michel Der Zakarian,194.0
Ligue 1,France,2017-12-09,Paris S-G,3.0,win,True,Unai Emery,526.0
Ligue 1,France,2017-12-09,Toulouse,2.0,win,True,Pascal Dupraz,648.0
Ligue 1,France,2017-12-09,Monaco,3.0,win,True,Leonardo Jardim,1257.0
Ligue 1,France,2017-12-10,Nantes,1.0,loss,True,Claudio Ranieri,162.0
Ligue 1,France,2017-12-10,Marseille,3.0,win,True,Rudi Garcia,416.0
Ligue 1,France,2017-12-16,Rennes,1.0,loss,True,Sabri Lamouchi,38.0
Ligue 1,France,2017-12-16,Montpellier,1.0,loss,True,Michel Der Zakarian,207.0
Ligue 1,France,2017-12-16,Strasbourg,2.0,win,True,Thierry Laurey,533.0
Ligue 1,France,2017-12-17,Nantes,1.0,win,True,Claudio Ranieri,169.0
Ligue 1,France,2017-12-17,Nice,1.0,win,True,Lucien Favre,534.0
Ligue 1,France,2017-12-17,Lyon,2.0,win,True,Bruno Génésio,724.0
Ligue 1,France,2017-12-20,Monaco,2.0,win,True,Leonardo Jardim,1268.0
Ligue 1,France,2017-12-20,Toulouse,1.0,loss,True,Pascal Dupraz,659.0
Ligue 1,France,2017-12-20,Paris S-G,3.0,win,True,Unai Emery,537.0
Ligue 1,France,2017-12-20,Marseille,3.0,win,True,Rudi Garcia,426.0
Ligue 1,France,2017-08-11,Nice,1.0,loss,True,Lucien Favre,406.0
Ligue 1,France,2017-08-12,Nantes,0.0,loss,True,Claudio Ranieri,42.0
Ligue 1,France,2017-08-12,Toulouse,1.0,win,True,Pascal Dupraz,529.0
Ligue 1,France,2017-08-13,Strasbourg,3.0,win,True,Thierry Laurey,408.0
Ligue 1,France,2018-01-12,Strasbourg,0.0,loss,True,Thierry Laurey,560.0
Ligue 1,France,2018-01-13,Rennes,0.0,loss,True,Sabri Lamouchi,66.0
Ligue 1,France,2018-01-13,Nice,1.0,win,True,Lucien Favre,561.0
Ligue 1,France,2018-01-13,Montpellier,0.0,draw,True,Michel Der Zakarian,235.0
Ligue 1,France,2018-01-14,Lyon,1.0,draw,True,Bruno Génésio,752.0
Ligue 1,France,2018-01-14,Nantes,0.0,loss,True,Claudio Ranieri,197.0
Ligue 1,France,2018-01-16,Marseille,2.0,win,True,Rudi Garcia,453.0
Ligue 1,France,2018-01-16,Monaco,2.0,draw,True,Leonardo Jardim,1295.0
Ligue 1,France,2018-01-17,Lille,1.0,loss,True,Christophe Galtier,19.0
Ligue 1,France,2018-01-17,Toulouse,1.0,draw,True,Pascal Dupraz,687.0
Ligue 1,France,2018-01-17,Paris S-G,8.0,win,True,Unai Emery,565.0
Ligue 1,France,2018-01-20,Nantes,0.0,loss,True,Claudio Ranieri,203.0
Ligue 1,France,2018-01-20,Rennes,1.0,win,True,Sabri Lamouchi,73.0
Ligue 1,France,2018-01-20,Montpellier,2.0,win,True,Michel Der Zakarian,242.0
Ligue 1,France,2018-01-20,Strasbourg,3.0,win,True,Thierry Laurey,568.0
Ligue 1,France,2018-01-21,Nice,1.0,win,True,Lucien Favre,569.0
Ligue 1,France,2018-01-21,Monaco,3.0,win,True,Leonardo Jardim,1300.0
Ligue 1,France,2018-01-21,Lyon,2.0,win,True,Bruno Génésio,759.0
Ligue 1,France,2018-01-27,Paris S-G,4.0,win,True,Unai Emery,575.0
Ligue 1,France,2018-01-28,Lille,2.0,win,True,Christophe Galtier,30.0
Ligue 1,France,2018-01-28,Marseille,2.0,draw,True,Rudi Garcia,465.0
Ligue 1,France,2018-02-02,Marseille,6.0,win,True,Rudi Garcia,470.0
Ligue 1,France,2018-02-03,Lille,0.0,loss,True,Christophe Galtier,36.0
Ligue 1,France,2018-02-03,Strasbourg,0.0,loss,True,Thierry Laurey,582.0
Ligue 1,France,2018-02-03,Montpellier,2.0,win,True,Michel Der Zakarian,256.0
Ligue 1,France,2018-02-03,Nice,0.0,loss,True,Lucien Favre,582.0
Ligue 1,France,2018-02-04,Rennes,0.0,loss,True,Sabri Lamouchi,88.0
Ligue 1,France,2018-02-04,Monaco,3.0,win,True,Leonardo Jardim,1314.0
Ligue 1,France,2018-02-11,Strasbourg,2.0,win,True,Thierry Laurey,590.0
Ligue 1,France,2018-02-11,Nantes,2.0,draw,True,Claudio Ranieri,225.0
Ligue 1,France,2018-02-11,Lyon,0.0,loss,True,Bruno Génésio,780.0
Ligue 1,France,2018-02-16,Monaco,4.0,win,True,Leonardo Jardim,1326.0
Ligue 1,France,2018-02-17,Paris S-G,5.0,win,True,Unai Emery,596.0
Ligue 1,France,2018-02-17,Montpellier,1.0,draw,True,Michel Der Zakarian,270.0
Ligue 1,France,2018-02-18,Nice,1.0,draw,True,Lucien Favre,597.0
Ligue 1,France,2018-02-18,Lille,2.0,draw,True,Christophe Galtier,51.0
Ligue 1,France,2018-02-18,Marseille,1.0,win,True,Rudi Garcia,486.0
Ligue 1,France,2018-02-23,Strasbourg,0.0,draw,True,Thierry Laurey,602.0
Ligue 1,France,2018-02-24,Nantes,0.0,loss,True,Claudio Ranieri,238.0
Ligue 1,France,2018-02-24,Lille,1.0,loss,True,Christophe Galtier,57.0
Ligue 1,France,2018-02-24,Rennes,2.0,win,True,Sabri Lamouchi,108.0
Ligue 1,France,2018-02-25,Lyon,1.0,draw,True,Bruno Génésio,794.0
Ligue 1,France,2018-02-25,Paris S-G,3.0,win,True,Unai Emery,604.0
Ligue 1,France,2018-03-02,Nice,2.0,win,True,Lucien Favre,609.0
Ligue 1,France,2018-03-02,Monaco,2.0,win,True,Leonardo Jardim,1340.0
Ligue 1,France,2018-03-04,Montpellier,1.0,draw,True,Michel Der Zakarian,285.0
Ligue 1,France,2018-03-04,Marseille,1.0,draw,True,Rudi Garcia,500.0
Ligue 1,France,2018-03-09,Strasbourg,1.0,loss,True,Thierry Laurey,616.0
Ligue 1,France,2018-03-10,Paris S-G,5.0,win,True,Unai Emery,617.0
Ligue 1,France,2018-03-10,Lille,1.0,draw,True,Christophe Galtier,71.0
Ligue 1,France,2018-03-10,Rennes,1.0,draw,True,Sabri Lamouchi,122.0
Ligue 1,France,2018-03-10,Nantes,1.0,win,True,Claudio Ranieri,252.0
Ligue 1,France,2018-03-11,Lyon,1.0,win,True,Bruno Génésio,808.0
Ligue 1,France,2017-08-19,Lyon,3.0,draw,True,Bruno Génésio,604.0
Ligue 1,France,2017-08-19,Montpellier,1.0,draw,True,Michel Der Zakarian,88.0
Ligue 1,France,2017-08-19,Nice,2.0,win,True,Lucien Favre,414.0
Ligue 1,France,2017-08-20,Marseille,1.0,draw,True,Rudi Garcia,304.0
Ligue 1,France,2017-08-20,Paris S-G,6.0,win,True,Unai Emery,415.0
Ligue 1,France,2018-03-16,Monaco,2.0,win,True,Leonardo Jardim,1354.0
Ligue 1,France,2018-03-17,Montpellier,2.0,draw,True,Michel Der Zakarian,298.0
Ligue 1,France,2018-03-18,Nice,1.0,loss,True,Lucien Favre,625.0
Ligue 1,France,2018-03-18,Marseille,2.0,loss,True,Rudi Garcia,514.0
Ligue 1,France,2018-03-14,Paris S-G,2.0,win,True,Unai Emery,621.0
Ligue 1,France,2018-04-01,Lille,0.0,loss,True,Christophe Galtier,93.0
Ligue 1,France,2018-04-01,Nantes,0.0,loss,True,Claudio Ranieri,274.0
Ligue 1,France,2018-04-01,Strasbourg,2.0,draw,True,Thierry Laurey,639.0
Ligue 1,France,2018-04-01,Lyon,2.0,win,True,Bruno Génésio,829.0
Ligue 1,France,2018-04-04,Rennes,1.0,draw,True,Sabri Lamouchi,147.0
Ligue 1,France,2018-04-07,Monaco,2.0,win,True,Leonardo Jardim,1376.0
Ligue 1,France,2018-04-08,Nice,1.0,draw,True,Lucien Favre,646.0
Ligue 1,France,2018-04-08,Marseille,0.0,draw,True,Rudi Garcia,535.0
Ligue 1,France,2018-04-14,Lyon,3.0,win,True,Bruno Génésio,842.0
Ligue 1,France,2018-04-14,Nantes,1.0,draw,True,Claudio Ranieri,287.0
Ligue 1,France,2018-04-14,Strasbourg,0.0,loss,True,Thierry Laurey,652.0
Ligue 1,France,2018-04-14,Lille,2.0,draw,True,Christophe Galtier,106.0
Ligue 1,France,2018-04-14,Rennes,1.0,loss,True,Sabri Lamouchi,157.0
Ligue 1,France,2018-04-15,Montpellier,1.0,loss,True,Michel Der Zakarian,327.0
Ligue 1,France,2018-04-15,Paris S-G,7.0,win,True,Unai Emery,653.0
Ligue 1,France,2018-04-20,Nantes,1.0,draw,True,Claudio Ranieri,293.0
Ligue 1,France,2018-04-21,Marseille,5.0,win,True,Rudi Garcia,548.0
Ligue 1,France,2018-04-22,Nice,1.0,win,True,Lucien Favre,660.0
Ligue 1,France,2018-04-27,Montpellier,0.0,loss,True,Michel Der Zakarian,339.0
Ligue 1,France,2018-04-28,Lyon,2.0,win,True,Bruno Génésio,856.0
Ligue 1,France,2018-04-28,Monaco,0.0,draw,True,Leonardo Jardim,1397.0
Ligue 1,France,2018-04-28,Strasbourg,1.0,draw,True,Thierry Laurey,666.0
Ligue 1,France,2018-04-28,Lille,3.0,win,True,Christophe Galtier,120.0
Ligue 1,France,2018-04-29,Rennes,2.0,win,True,Sabri Lamouchi,172.0
Ligue 1,France,2018-04-29,Paris S-G,2.0,draw,True,Unai Emery,667.0
Ligue 1,France,2018-05-06,Lyon,3.0,win,True,Bruno Génésio,864.0
Ligue 1,France,2018-05-06,Nantes,0.0,loss,True,Claudio Ranieri,309.0
Ligue 1,France,2018-05-06,Rennes,2.0,win,True,Sabri Lamouchi,179.0
Ligue 1,France,2018-05-06,Marseille,2.0,win,True,Rudi Garcia,563.0
Ligue 1,France,2018-05-12,Strasbourg,3.0,win,True,Thierry Laurey,680.0
Ligue 1,France,2018-05-12,Montpellier,1.0,draw,True,Michel Der Zakarian,354.0
Ligue 1,France,2018-05-12,Lille,2.0,win,True,Christophe Galtier,134.0
Ligue 1,France,2018-05-12,Nice,4.0,win,True,Lucien Favre,680.0
Ligue 1,France,2018-05-12,Paris S-G,0.0,loss,True,Unai Emery,680.0
Ligue 1,France,2018-05-12,Monaco,1.0,win,True,Leonardo Jardim,1411.0
Ligue 1,France,2018-05-19,Marseille,2.0,win,True,Rudi Garcia,576.0
Ligue 1,France,2018-05-19,Rennes,1.0,draw,True,Sabri Lamouchi,192.0
Ligue 1,France,2018-05-19,Lyon,3.0,win,True,Bruno Génésio,877.0
Ligue 1,France,2017-08-25,Paris S-G,3.0,win,True,Unai Emery,420.0
Ligue 1,France,2017-08-26,Nantes,0.0,draw,True,Claudio Ranieri,56.0
Ligue 1,France,2017-08-26,Toulouse,3.0,win,True,Pascal Dupraz,543.0
Ligue 1,France,2017-08-27,Monaco,6.0,win,True,Leonardo Jardim,1153.0
Ligue 1,France,2017-09-09,Nice,4.0,win,True,Lucien Favre,435.0
Ligue 1,France,2017-09-09,Strasbourg,0.0,loss,True,Thierry Laurey,435.0
Ligue 1,France,2017-09-09,Montpellier,0.0,loss,True,Michel Der Zakarian,109.0
Ligue 1,France,2017-09-10,Lyon,2.0,win,True,Bruno Génésio,626.0
Ligue 1,France,2017-09-10,Marseille,1.0,loss,True,Rudi Garcia,325.0
Ligue 1,France,2017-09-15,Toulouse,0.0,loss,True,Pascal Dupraz,563.0
Ligue 1,France,2017-09-16,Monaco,3.0,win,True,Leonardo Jardim,1173.0
Ligue 1,France,2017-09-16,Nantes,1.0,win,True,Claudio Ranieri,77.0
Ligue 1,France,2017-09-17,Paris S-G,2.0,win,True,Unai Emery,443.0
Ligue 1,France,2017-09-22,Nice,2.0,draw,True,Lucien Favre,448.0
Ligue 1,France,2017-09-23,Montpellier,0.0,draw,True,Michel Der Zakarian,123.0
Ligue 1,France,2017-09-23,Lyon,3.0,draw,True,Bruno Génésio,639.0
Ligue 1,France,2017-09-24,Strasbourg,1.0,loss,True,Thierry Laurey,450.0
Ligue 1,France,2017-09-24,Marseille,2.0,win,True,Rudi Garcia,339.0
Ligue 1,France,2017-09-29,Monaco,1.0,draw,True,Leonardo Jardim,1186.0
Ligue 1,France,2017-09-30,Paris S-G,6.0,win,True,Unai Emery,456.0
Ligue 1,France,2017-09-30,Nantes,1.0,win,True,Claudio Ranieri,91.0
Ligue 1,France,2017-10-01,Nice,2.0,loss,True,Lucien Favre,457.0
Ligue 1,France,2017-10-13,Lyon,3.0,win,True,Bruno Génésio,659.0
Ligue 1,France,2017-10-14,Toulouse,1.0,win,True,Pascal Dupraz,592.0
Ligue 1,France,2017-10-15,Montpellier,2.0,win,True,Michel Der Zakarian,145.0
Ligue 1,France,2017-10-15,Strasbourg,3.0,draw,True,Thierry Laurey,471.0
Ligue 1,France,2018-08-10,Marseille,4.0,win,True,Rudi Garcia,659.0
Ligue 1,France,2018-08-11,Nantes,1.0,loss,True,Miguel Cardoso,59.0
Ligue 1,France,2018-08-11,Montpellier,1.0,loss,True,Michel Der Zakarian,445.0
Ligue 1,France,2018-08-11,Nice,0.0,loss,True,Patrick Vieira,41.0
Ligue 1,France,2018-08-11,Lille,3.0,win,True,Christophe Galtier,225.0
Ligue 1,France,2018-08-12,Lyon,2.0,win,True,Bruno Génésio,962.0
Ligue 1,France,2018-08-12,Paris S-G,3.0,win,True,Thomas Tuchel,42.0
Ligue 1,France,2018-10-19,Lyon,2.0,win,True,Bruno Génésio,1030.0
Ligue 1,France,2018-10-20,Paris S-G,5.0,win,True,Thomas Tuchel,111.0
Ligue 1,France,2018-10-20,Nantes,4.0,win,True,Vahid Halilhodzic,18.0
Ligue 1,France,2018-10-20,Strasbourg,2.0,win,True,Thierry Laurey,841.0
Ligue 1,France,2018-10-21,Montpellier,2.0,win,True,Michel Der Zakarian,516.0
Ligue 1,France,2018-10-21,Nice,0.0,loss,True,Patrick Vieira,112.0
Ligue 1,France,2018-10-27,Toulouse,0.0,loss,True,Alain Casanova,124.0
Ligue 1,France,2018-10-27,Monaco,2.0,draw,True,Thierry Henry,14.0
Ligue 1,France,2018-10-27,Lille,1.0,win,True,Christophe Galtier,302.0
Ligue 1,France,2018-10-28,Rennes,0.0,loss,True,Sabri Lamouchi,354.0
Ligue 1,France,2018-10-28,Marseille,0.0,loss,True,Rudi Garcia,738.0
Ligue 1,France,2018-11-02,Paris S-G,2.0,win,True,Thomas Tuchel,124.0
Ligue 1,France,2018-11-03,Lyon,1.0,draw,True,Bruno Génésio,1045.0
Ligue 1,France,2018-11-03,Nice,1.0,win,True,Patrick Vieira,125.0
Ligue 1,France,2018-11-03,Strasbourg,1.0,draw,True,Thierry Laurey,855.0
Ligue 1,France,2018-11-04,Nantes,5.0,win,True,Vahid Halilhodzic,33.0
Ligue 1,France,2018-11-04,Montpellier,3.0,win,True,Michel Der Zakarian,530.0
Ligue 1,France,2018-11-09,Lille,0.0,draw,True,Christophe Galtier,315.0
Ligue 1,France,2018-11-10,Toulouse,0.0,loss,True,Alain Casanova,138.0
Ligue 1,France,2018-11-11,Rennes,1.0,draw,True,Sabri Lamouchi,368.0
Ligue 1,France,2018-11-11,Marseille,2.0,win,True,Rudi Garcia,752.0
Ligue 1,France,2018-11-11,Monaco,0.0,loss,True,Thierry Henry,29.0
Ligue 1,France,2018-11-23,Lyon,1.0,win,True,Bruno Génésio,1065.0
