date,league,team,result,days_in_post
2018-01-20,Premier League,Chelsea,win,568
2018-01-20,Premier League,Crystal Palace,loss,130
2018-01-20,Premier League,Bournemouth,draw,1924
2018-01-20,Premier League,Manchester Utd,win,568
2018-01-20,Premier League,Newcastle Utd,loss,680
2018-01-21,Premier League,Tottenham,draw,1300
2018-01-22,Premier League,Liverpool,loss,837
2018-01-30,Premier League,Crystal Palace,draw,140
2018-01-30,Premier League,Liverpool,win,845
2018-01-31,Premier League,Brighton,draw,1127
2018-01-31,Premier League,Bournemouth,win,1935
2018-01-31,Premier League,Burnley,draw,1919
2018-01-31,Premier League,Manchester Utd,loss,579
2018-02-03,Premier League,Manchester City,draw,582
2018-02-03,Premier League,West Ham,loss,88
2018-02-03,Premier League,Everton,loss,65
2018-02-04,Premier League,Newcastle Utd,draw,695
2018-02-04,Premier League,Tottenham,draw,1314
2018-02-05,Premier League,Chelsea,loss,584
2018-02-10,Premier League,Crystal Palace,loss,151
2018-02-10,Premier League,Burnley,loss,1929
2018-02-10,Premier League,Brighton,draw,1137
2018-02-11,Premier League,Bournemouth,loss,1946
2018-02-11,Premier League,Manchester Utd,loss,590
2018-02-11,Premier League,Liverpool,win,857
2018-02-24,Premier League,Newcastle Utd,draw,715
2018-02-24,Premier League,West Ham,loss,109
2018-02-24,Premier League,Everton,loss,86
2018-02-25,Premier League,Tottenham,win,1335
2018-02-25,Premier League,Chelsea,loss,604
2018-03-01,Premier League,Manchester City,win,608
2018-03-03,Premier League,Everton,loss,93
2018-03-03,Premier League,West Ham,loss,116
2018-03-03,Premier League,Bournemouth,draw,1966
2018-03-03,Premier League,Newcastle Utd,loss,722
2018-03-04,Premier League,Chelsea,loss,611
2018-03-05,Premier League,Manchester Utd,win,612
2017-08-26,Premier League,Manchester City,win,421
2017-08-26,Premier League,Brighton,draw,969
2017-08-27,Premier League,Burnley,draw,1762
2018-03-10,Premier League,Liverpool,loss,884
2018-03-10,Premier League,Burnley,win,1957
2018-03-10,Premier League,Brighton,loss,1165
2018-03-10,Premier League,Crystal Palace,loss,179
2018-03-11,Premier League,Tottenham,win,1349
2018-03-12,Premier League,Manchester City,win,619
2018-03-17,Premier League,Everton,win,107
2018-03-17,Premier League,Crystal Palace,win,186
2018-04-19,Premier League,Chelsea,win,657
2018-05-09,Premier League,Newcastle Utd,loss,789
2018-05-09,Premier League,Brighton,loss,1225
2018-05-10,Premier League,Manchester Utd,draw,678
2018-03-31,Premier League,Liverpool,win,905
2018-03-31,Premier League,Burnley,win,1978
2018-03-31,Premier League,Bournemouth,draw,1994
2018-03-31,Premier League,Manchester City,win,638
2018-04-01,Premier League,Tottenham,win,1370
2018-04-07,Premier League,Liverpool,draw,912
2018-04-07,Premier League,Tottenham,win,1376
2018-04-07,Premier League,Newcastle Utd,win,757
2018-04-07,Premier League,Burnley,win,1985
2018-04-07,Premier League,Crystal Palace,draw,207
2018-04-07,Premier League,Manchester Utd,win,645
2018-04-08,Premier League,West Ham,draw,152
2018-04-14,Premier League,Chelsea,win,652
2018-04-14,Premier League,Brighton,loss,1200
2018-04-14,Premier League,Everton,draw,135
2018-04-14,Premier League,Manchester City,win,652
2018-04-17,Premier League,Tottenham,draw,1386
2018-04-18,Premier League,Manchester Utd,win,656
2018-04-21,Premier League,Liverpool,draw,926
2018-04-21,Premier League,Crystal Palace,draw,221
2018-04-22,Premier League,West Ham,loss,166
2018-04-22,Premier League,Burnley,draw,2000
2018-04-23,Premier League,Newcastle Utd,loss,773
2018-04-28,Premier League,Everton,win,149
2018-04-28,Premier League,Brighton,draw,1214
2018-04-28,Premier League,Chelsea,win,666
2018-04-29,Premier League,Manchester City,win,667
2018-05-04,Premier League,Manchester Utd,loss,672
2018-05-05,Premier League,Crystal Palace,win,235
2018-05-05,Premier League,West Ham,win,179
2018-05-05,Premier League,Tottenham,loss,1404
2018-05-05,Premier League,Newcastle Utd,loss,785
2018-05-06,Premier League,Liverpool,loss,941
2018-05-13,Premier League,Brighton,loss,1229
2018-05-13,Premier League,Everton,loss,164
2018-05-13,Premier League,Chelsea,loss,681
2018-05-13,Premier League,Manchester City,win,681
2017-09-09,Premier League,Liverpool,loss,702
2017-09-09,Premier League,Tottenham,win,1166
2017-09-09,Premier League,Bournemouth,loss,1791
2017-09-09,Premier League,Chelsea,win,435
2017-09-09,Premier League,Manchester Utd,draw,435
2017-09-10,Premier League,Newcastle Utd,win,548
2017-09-15,Premier League,Brighton,loss,989
2017-09-16,Premier League,Burnley,draw,1782
2017-09-16,Premier League,Manchester City,win,442
2017-09-23,Premier League,Tottenham,win,1180
2017-09-23,Premier League,Manchester Utd,win,449
2017-09-23,Premier League,Chelsea,win,449
2017-09-23,Premier League,Crystal Palace,loss,11
2017-09-23,Premier League,Bournemouth,loss,1805
2017-09-23,Premier League,Liverpool,win,716
2017-09-24,Premier League,Newcastle Utd,loss,562
2017-09-30,Premier League,Tottenham,win,1187
2017-09-30,Premier League,Crystal Palace,loss,18
2017-09-30,Premier League,Manchester City,win,456
2017-10-01,Premier League,Brighton,loss,1005
2017-10-01,Premier League,Burnley,win,1797
2017-10-01,Premier League,Liverpool,draw,724
2017-10-14,Premier League,Manchester Utd,draw,470
2017-10-14,Premier League,Bournemouth,loss,1826
2017-10-14,Premier League,Chelsea,loss,470
2017-10-15,Premier League,Newcastle Utd,draw,583
2017-10-20,Premier League,Brighton,win,1024
2017-10-21,Premier League,Burnley,loss,1817
2017-10-21,Premier League,Manchester Utd,loss,477
2017-10-21,Premier League,Bournemouth,win,1833
2017-10-21,Premier League,Crystal Palace,loss,39
2017-10-22,Premier League,Liverpool,loss,745
2018-08-11,Premier League,Tottenham,win,1502
2018-08-11,Premier League,Crystal Palace,win,333
2018-08-11,Premier League,Brighton,loss,1319
2018-08-11,Premier League,Chelsea,win,28
2018-08-11,Premier League,Everton,draw,72
2018-08-12,Premier League,West Ham,loss,42
2018-08-12,Premier League,Manchester City,win,772
2018-10-27,Premier League,Wolves,loss,483
2018-10-27,Premier League,Newcastle Utd,draw,960
2018-10-27,Premier League,West Ham,draw,118
2018-10-28,Premier League,Chelsea,win,106
2018-10-28,Premier League,Arsenal,draw,119
2018-10-28,Premier League,Everton,loss,150
2018-10-29,Premier League,Manchester City,win,850
2018-11-03,Premier League,Manchester Utd,win,855
2018-11-03,Premier League,Brighton,loss,1403
2018-11-03,Premier League,Liverpool,draw,1122
2018-11-03,Premier League,Tottenham,win,1586
2018-11-04,Premier League,Crystal Palace,loss,418
2018-11-05,Premier League,Fulham,loss,1044
2018-11-10,Premier League,Brighton,loss,1410
2018-11-10,Premier League,West Ham,draw,132
2018-11-10,Premier League,Tottenham,win,1593
2018-11-11,Premier League,Fulham,loss,1050
2018-11-11,Premier League,Everton,draw,164
2018-11-11,Premier League,Wolves,draw,498
2018-11-11,Premier League,Manchester Utd,loss,863
2018-11-24,Premier League,Crystal Palace,draw,438
2018-11-24,Premier League,Manchester City,win,876
2018-11-24,Premier League,Liverpool,win,1143
2018-11-24,Premier League,Chelsea,loss,133
2018-11-25,Premier League,Arsenal,win,147
2018-11-26,Premier League,Newcastle Utd,win,990
2018-11-30,Premier League,Wolves,loss,517
2018-12-01,Premier League,West Ham,win,153
2018-12-01,Premier League,Brighton,win,1431
2018-12-01,Premier League,Manchester Utd,draw,883
2018-12-02,Premier League,Fulham,loss,18
2018-12-02,Premier League,Tottenham,loss,1615
2018-12-02,Premier League,Everton,loss,185
2018-12-04,Premier League,Crystal Palace,loss,448
2018-12-04,Premier League,Manchester City,win,886
2018-12-05,Premier League,Chelsea,loss,144
2018-12-05,Premier League,Liverpool,win,1154
2018-12-05,Premier League,Newcastle Utd,draw,999
2018-12-05,Premier League,Arsenal,draw,157
2018-12-08,Premier League,Liverpool,win,1157
2018-12-08,Premier League,Crystal Palace,loss,452
2018-12-08,Premier League,Fulham,loss,24
2018-12-08,Premier League,Brighton,loss,1438
2018-12-08,Premier League,Manchester City,loss,890
2018-12-08,Premier League,Tottenham,win,1621
2018-12-09,Premier League,Wolves,win,526
2018-12-15,Premier League,Everton,loss,198
2018-12-15,Premier League,Newcastle Utd,win,1009
2018-12-15,Premier League,West Ham,win,167
2018-12-16,Premier League,Arsenal,loss,168
2018-12-16,Premier League,Chelsea,win,155
2018-12-16,Premier League,Manchester Utd,loss,898
2018-12-21,Premier League,Liverpool,win,1170
2018-12-22,Premier League,Brighton,loss,1452
2018-12-22,Premier League,Crystal Palace,win,466
2018-12-22,Premier League,Fulham,draw,38
2018-12-23,Premier League,Tottenham,win,1636
2018-12-26,Premier League,Wolves,draw,543
2018-12-26,Premier League,Everton,win,209
2018-12-26,Premier League,Newcastle Utd,loss,1020
2018-12-26,Premier League,Manchester City,loss,908
2018-12-26,Premier League,Arsenal,draw,178
2018-12-26,Premier League,Chelsea,win,165
2018-12-27,Premier League,West Ham,win,179
2018-08-18,Premier League,Newcastle Utd,draw,890
2018-08-18,Premier League,Wolves,loss,413
2018-08-18,Premier League,Fulham,loss,965
2018-08-18,Premier League,Arsenal,loss,48
2018-08-19,Premier League,Manchester Utd,loss,779
2018-08-20,Premier League,Liverpool,win,1047
2018-12-29,Premier League,Newcastle Utd,draw,1023
2018-12-29,Premier League,Everton,loss,212
2018-12-29,Premier League,Wolves,win,546
2018-12-29,Premier League,Arsenal,loss,181
2018-12-30,Premier League,Chelsea,win,169
2018-12-30,Premier League,Manchester City,win,912
2018-12-30,Premier League,West Ham,loss,182
2019-01-01,Premier League,Fulham,loss,48
2019-01-01,Premier League,Tottenham,win,1645
2019-01-02,Premier League,Crystal Palace,win,477
2019-01-02,Premier League,Brighton,draw,1463
2019-01-03,Premier League,Liverpool,loss,1183
2019-01-12,Premier League,Arsenal,loss,195
2019-01-12,Premier League,Fulham,loss,59
2019-01-12,Premier League,Liverpool,win,1192
2019-01-12,Premier League,Newcastle Utd,loss,1037
2019-01-14,Premier League,Wolves,loss,562
2019-01-19,Premier League,West Ham,loss,202
2019-01-19,Premier League,Brighton,loss,1480
2019-01-19,Premier League,Everton,loss,233
2019-01-19,Premier League,Crystal Palace,loss,494
2019-01-19,Premier League,Chelsea,loss,189
2019-01-20,Premier League,Manchester City,win,933
2019-01-20,Premier League,Tottenham,win,1664
2019-01-29,Premier League,Brighton,loss,1490
2019-01-29,Premier League,Everton,win,243
2019-01-29,Premier League,West Ham,loss,212
2019-01-29,Premier League,Manchester City,loss,942
2019-01-30,Premier League,Chelsea,loss,200
2019-01-30,Premier League,Crystal Palace,draw,505
2019-02-02,Premier League,Newcastle Utd,loss,1058
2019-02-02,Premier League,Wolves,win,581
2019-02-02,Premier League,Fulham,loss,80
2019-02-03,Premier League,Arsenal,loss,217
2019-02-04,Premier League,Liverpool,draw,1215
2019-02-09,Premier League,West Ham,draw,223
2019-02-09,Premier League,Everton,loss,254
2019-02-09,Premier League,Arsenal,win,223
2019-02-10,Premier League,Chelsea,loss,211
2019-02-11,Premier League,Newcastle Utd,draw,1067
2019-02-06,Premier League,Manchester City,win,950
2019-02-22,Premier League,Fulham,loss,100
2019-02-23,Premier League,Tottenham,loss,1698
2019-02-23,Premier League,Wolves,draw,602
2019-02-23,Premier League,Crystal Palace,win,529
2019-02-24,Premier League,Liverpool,draw,1235
2019-04-03,Premier League,Brighton,loss,1554
2019-02-26,Premier League,Everton,win,271
2019-02-26,Premier League,Wolves,loss,605
2019-02-26,Premier League,Brighton,loss,1518
2019-02-27,Premier League,Fulham,loss,105
2019-02-27,Premier League,Tottenham,loss,1702
2019-02-27,Premier League,West Ham,loss,241
2019-03-02,Premier League,Arsenal,draw,244
2019-03-02,Premier League,Manchester City,win,974
2019-03-02,Premier League,Crystal Palace,win,536
2019-03-02,Premier League,Newcastle Utd,loss,1086
2019-03-03,Premier League,Chelsea,win,232
2019-03-03,Premier League,Liverpool,draw,1242
2018-08-25,Premier League,Manchester City,draw,785
2018-08-25,Premier League,West Ham,loss,55
2018-08-25,Premier League,Everton,draw,86
2018-08-25,Premier League,Brighton,loss,1333
2018-08-26,Premier League,Crystal Palace,loss,348
2018-08-26,Premier League,Chelsea,win,43
2018-08-27,Premier League,Tottenham,win,1518
2019-03-09,Premier League,Brighton,win,1529
2019-03-09,Premier League,Everton,loss,282
2019-03-09,Premier League,West Ham,loss,251
2019-03-09,Premier League,Fulham,loss,9
2019-03-09,Premier League,Tottenham,loss,1712
2019-03-10,Premier League,Wolves,draw,617
2019-03-16,Premier League,Newcastle Utd,draw,1100
2019-03-17,Premier League,Liverpool,win,1256
2019-03-17,Premier League,Chelsea,loss,246
2019-04-03,Premier League,Crystal Palace,loss,568
2019-04-24,Premier League,Arsenal,loss,297
2019-04-24,Premier League,Manchester City,win,1027
2019-03-30,Premier League,Manchester City,win,1002
2019-03-30,Premier League,Wolves,loss,637
2019-03-30,Premier League,Everton,win,303
2019-03-31,Premier League,Chelsea,win,260
2019-03-31,Premier League,Tottenham,loss,1734
2019-04-01,Premier League,Newcastle Utd,loss,1116
2019-04-02,Premier League,Manchester Utd,loss,5
2019-04-02,Premier League,Fulham,loss,33
2019-04-05,Premier League,Liverpool,win,1275
2019-04-06,Premier League,Crystal Palace,win,571
2019-04-07,Premier League,Arsenal,loss,280
2019-04-08,Premier League,West Ham,loss,281
2019-04-23,Premier League,Brighton,loss,1574
2019-04-12,Premier League,Newcastle Utd,win,1127
2019-04-13,Premier League,Everton,loss,317
2019-04-13,Premier League,Wolves,loss,651
2019-04-13,Premier League,West Ham,loss,286
2019-04-14,Premier League,Manchester City,win,1017
2019-04-14,Premier League,Chelsea,loss,274
2019-04-15,Premier League,Arsenal,win,288
2019-04-20,Premier League,Tottenham,loss,1754
2019-04-20,Premier League,Fulham,win,51
2019-04-20,Premier League,Brighton,draw,1571
2019-04-21,Premier League,Manchester Utd,loss,24
2019-04-21,Premier League,Crystal Palace,win,586
2019-04-21,Premier League,Liverpool,win,1291
2019-04-27,Premier League,West Ham,win,300
2019-04-27,Premier League,Wolves,win,665
2019-04-27,Premier League,Everton,draw,331
2019-04-27,Premier League,Newcastle Utd,draw,1142
2019-04-28,Premier League,Arsenal,loss,301
2019-04-28,Premier League,Manchester City,win,1031
2019-04-28,Premier League,Chelsea,draw,288
2019-05-04,Premier League,Tottenham,loss,1768
2019-05-04,Premier League,Fulham,loss,65
2019-05-04,Premier League,Crystal Palace,win,599
2019-05-04,Premier League,Liverpool,win,1304
2019-05-05,Premier League,Manchester Utd,draw,38
2019-05-05,Premier League,Brighton,draw,1586
2019-05-12,Premier League,Manchester City,win,1045
2019-05-12,Premier League,Chelsea,draw,302
2019-05-12,Premier League,Arsenal,win,315
2019-05-12,Premier League,Everton,draw,346
2019-05-12,Premier League,Wolves,loss,680
2019-05-12,Premier League,Newcastle Utd,win,1157
2019-05-12,Premier League,West Ham,win,315
2018-09-01,Premier League,Liverpool,win,1059
2018-09-01,Premier League,Fulham,draw,979
2018-09-01,Premier League,Wolves,win,427
2018-09-01,Premier League,Newcastle Utd,loss,904
2018-09-02,Premier League,Arsenal,win,63
2018-09-02,Premier League,Tottenham,loss,1524
2018-09-02,Premier League,Manchester Utd,win,793
2018-09-15,Premier League,Liverpool,win,1073
2018-09-15,Premier League,Fulham,loss,993
2018-09-15,Premier League,Crystal Palace,win,368
2018-09-15,Premier League,Arsenal,win,76
2018-09-15,Premier League,Manchester Utd,win,806
2018-09-16,Premier League,West Ham,win,77
2018-09-17,Premier League,Brighton,draw,1356
2018-09-22,Premier League,Newcastle Utd,draw,925
2018-09-22,Premier League,Manchester City,win,813
2018-09-22,Premier League,Wolves,draw,448
2018-09-22,Premier League,Tottenham,win,1544
2018-09-23,Premier League,Chelsea,draw,71
2018-09-23,Premier League,Everton,loss,115
2018-09-29,Premier League,Manchester Utd,loss,820
2018-09-29,Premier League,Fulham,loss,1007
2018-09-29,Premier League,Brighton,loss,1368
2018-09-29,Premier League,Tottenham,win,1551
2018-09-29,Premier League,Liverpool,draw,1087
2018-10-01,Premier League,Crystal Palace,loss,384
2018-10-05,Premier League,West Ham,loss,96
2018-10-06,Premier League,Everton,win,128
2018-10-06,Premier League,Wolves,win,462
2018-10-06,Premier League,Newcastle Utd,loss,939
2018-10-07,Premier League,Arsenal,win,98
2018-10-07,Premier League,Chelsea,win,85
2018-10-07,Premier League,Manchester City,draw,828
2018-10-20,Premier League,Manchester Utd,draw,841
2018-10-20,Premier League,Tottenham,win,1572
2018-10-20,Premier League,Brighton,win,1389
2018-10-20,Premier League,Fulham,loss,1028
2018-10-20,Premier League,Liverpool,win,1108
2018-10-21,Premier League,Crystal Palace,loss,404
2019-08-10,Premier League,Manchester City,win,1135
2019-08-10,Premier League,Brighton,win,82
2019-08-10,Premier League,Everton,draw,436
2019-08-11,Premier League,Arsenal,win,406
2019-08-11,Premier League,Wolves,draw,771
2019-08-11,Premier League,Chelsea,loss,38
2019-10-26,Premier League,Everton,loss,513
2019-10-26,Premier League,Chelsea,win,114
2019-10-27,Premier League,Wolves,draw,848
2019-10-27,Premier League,Crystal Palace,draw,775
2019-10-27,Premier League,Tottenham,loss,1944
2019-10-27,Premier League,Manchester Utd,win,213
2019-11-02,Premier League,Manchester Utd,loss,219
2019-11-02,Premier League,Liverpool,win,1486
2019-11-02,Premier League,Wolves,draw,854
2019-11-02,Premier League,Newcastle Utd,win,108
2019-11-02,Premier League,Chelsea,win,121
2019-11-03,Premier League,Tottenham,draw,1951
2019-11-09,Premier League,Crystal Palace,loss,788
2019-11-09,Premier League,Everton,win,527
2019-11-09,Premier League,West Ham,loss,496
2019-11-09,Premier League,Arsenal,loss,496
2019-11-10,Premier League,Brighton,loss,174
2019-11-10,Premier League,Manchester City,loss,1227
2019-11-23,Premier League,Tottenham,win,3
2019-11-23,Premier League,Liverpool,win,1507
2019-11-23,Premier League,Wolves,win,875
2019-11-23,Premier League,Chelsea,loss,142
2019-11-24,Premier League,Manchester Utd,draw,241
2019-11-25,Premier League,Newcastle Utd,loss,131
2019-11-30,Premier League,Manchester City,draw,1247
2019-11-30,Premier League,Brighton,loss,194
2019-11-30,Premier League,Crystal Palace,win,809
2019-11-30,Premier League,West Ham,win,517
2019-12-01,Premier League,Everton,loss,549
2019-12-03,Premier League,Manchester City,win,1250
2019-12-04,Premier League,West Ham,loss,521
2019-12-04,Premier League,Tottenham,loss,14
2019-12-04,Premier League,Everton,loss,552
2019-12-05,Premier League,Newcastle Utd,win,141
2019-12-05,Premier League,Brighton,win,199
2019-12-07,Premier League,Chelsea,loss,156
2019-12-07,Premier League,Crystal Palace,draw,816
2019-12-07,Premier League,Liverpool,win,1521
2019-12-07,Premier League,Manchester Utd,win,254
2019-12-08,Premier League,Wolves,draw,890
2019-12-14,Premier League,Newcastle Utd,loss,150
2019-12-14,Premier League,West Ham,win,531
2019-12-15,Premier League,Tottenham,win,25
2019-12-15,Premier League,Manchester City,win,1262
2019-12-16,Premier League,Brighton,draw,210
2019-12-21,Premier League,Wolves,win,903
2019-12-21,Premier League,Crystal Palace,loss,830
2019-12-22,Premier League,Manchester Utd,loss,269
2019-12-22,Premier League,Chelsea,win,171
2020-01-29,Premier League,Liverpool,win,1574
2019-12-26,Premier League,Brighton,loss,220
2019-12-26,Premier League,West Ham,loss,543
2019-12-26,Premier League,Arsenal,draw,4
2019-12-26,Premier League,Newcastle Utd,loss,162
2019-12-26,Premier League,Liverpool,win,1540
2019-12-27,Premier League,Manchester City,loss,1274
2019-08-17,Premier League,Newcastle Utd,loss,31
2019-08-17,Premier League,West Ham,draw,412
2019-08-17,Premier League,Liverpool,win,1409
2019-08-17,Premier League,Tottenham,draw,1873
2019-08-18,Premier League,Crystal Palace,loss,705
2019-08-19,Premier League,Manchester Utd,draw,144
2019-12-28,Premier League,Everton,win,6
2019-12-28,Premier League,Crystal Palace,draw,837
2019-12-28,Premier League,Tottenham,draw,38
2019-12-28,Premier League,Manchester Utd,win,275
2019-12-29,Premier League,Chelsea,win,178
2019-12-29,Premier League,Wolves,loss,911
2020-01-01,Premier League,Chelsea,draw,181
2020-01-01,Premier League,Tottenham,loss,42
2020-01-01,Premier League,Wolves,loss,914
2020-01-01,Premier League,Crystal Palace,draw,841
2020-01-01,Premier League,Everton,loss,10
2020-01-01,Premier League,Manchester Utd,loss,279
2020-01-10,Premier League,West Ham,loss,12
2020-01-11,Premier League,Arsenal,draw,20
2020-01-11,Premier League,Brighton,loss,236
2020-01-11,Premier League,Newcastle Utd,draw,178
2020-01-11,Premier League,Liverpool,win,1556
2020-01-12,Premier League,Manchester City,win,1290
2020-01-18,Premier League,Tottenham,draw,59
2020-01-18,Premier League,Crystal Palace,draw,858
2020-01-18,Premier League,Wolves,win,931
2020-01-18,Premier League,Everton,draw,27
2020-01-18,Premier League,Chelsea,loss,198
2020-01-19,Premier League,Manchester Utd,loss,297
2020-01-21,Premier League,Newcastle Utd,draw,188
2020-01-21,Premier League,Manchester City,win,1299
2020-01-21,Premier League,Brighton,loss,246
2020-01-21,Premier League,Arsenal,draw,30
2020-01-22,Premier League,West Ham,loss,24
2020-01-23,Premier League,Liverpool,win,1568
2020-02-01,Premier League,Chelsea,draw,212
2020-02-01,Premier League,Brighton,draw,257
2020-02-01,Premier League,Everton,win,41
2020-02-01,Premier League,Wolves,draw,945
2020-02-02,Premier League,Arsenal,draw,42
2020-02-02,Premier League,Manchester City,loss,1311
2020-02-08,Premier League,Crystal Palace,loss,879
2020-02-15,Premier League,Liverpool,win,1591
2020-02-16,Premier League,Tottenham,win,88
2020-02-16,Premier League,Newcastle Utd,loss,214
2020-02-17,Premier League,Manchester Utd,win,326
2020-02-19,Premier League,West Ham,loss,52
2020-02-22,Premier League,Tottenham,loss,94
2020-02-22,Premier League,Newcastle Utd,loss,220
2020-02-22,Premier League,Brighton,draw,278
2020-02-22,Premier League,Manchester City,win,1331
2020-02-23,Premier League,Everton,loss,63
2020-02-24,Premier League,West Ham,loss,57
2020-02-29,Premier League,Crystal Palace,win,900
2020-02-29,Premier League,Chelsea,draw,240
2020-02-29,Premier League,Liverpool,loss,1605
2020-03-01,Premier League,Wolves,win,974
2020-03-01,Premier League,Manchester Utd,draw,339
2020-06-17,Premier League,Arsenal,loss,178
2020-03-07,Premier League,Brighton,draw,292
2020-03-07,Premier League,Newcastle Utd,win,234
2020-03-07,Premier League,West Ham,loss,69
2020-03-07,Premier League,Tottenham,draw,108
2020-03-08,Premier League,Everton,loss,77
2020-03-08,Premier League,Manchester City,loss,1346
2019-08-23,Premier League,Everton,loss,449
2019-08-24,Premier League,Chelsea,win,51
2019-08-24,Premier League,Crystal Palace,win,711
2019-08-24,Premier League,West Ham,win,419
2019-08-24,Premier League,Arsenal,loss,419
2019-08-25,Premier League,Manchester City,win,1150
2019-08-25,Premier League,Newcastle Utd,win,39
2020-06-19,Premier League,Manchester Utd,draw,449
2020-06-20,Premier League,Arsenal,loss,181
2020-06-20,Premier League,Wolves,win,1085
2020-06-20,Premier League,Crystal Palace,win,1012
2020-06-21,Premier League,Chelsea,win,353
2020-06-21,Premier League,Liverpool,draw,1718
2020-06-23,Premier League,Brighton,draw,400
2020-06-23,Premier League,West Ham,loss,177
2020-06-24,Premier League,Everton,win,185
2020-06-24,Premier League,Crystal Palace,loss,1016
2020-06-25,Premier League,Arsenal,win,186
2020-06-25,Premier League,Manchester City,loss,1455
2020-06-27,Premier League,Wolves,win,1092
2020-06-30,Premier League,Manchester Utd,win,460
2020-07-01,Premier League,Newcastle Utd,win,350
2020-07-01,Premier League,Chelsea,loss,363
2020-07-02,Premier League,Tottenham,loss,225
2020-07-02,Premier League,Liverpool,loss,1729
2020-07-04,Premier League,Brighton,win,411
2020-07-04,Premier League,Crystal Palace,loss,1026
2020-07-04,Premier League,Arsenal,win,195
2020-07-05,Premier League,West Ham,draw,189
2020-07-05,Premier League,Manchester City,loss,1465
2020-07-06,Premier League,Everton,loss,197
2020-07-07,Premier League,Chelsea,win,369
2020-07-08,Premier League,Newcastle Utd,loss,357
2020-07-08,Premier League,Wolves,loss,1103
2020-07-08,Premier League,Liverpool,win,1735
2020-07-09,Premier League,Tottenham,draw,232
2020-07-09,Premier League,Manchester Utd,win,469
2020-07-11,Premier League,West Ham,win,195
2020-07-11,Premier League,Newcastle Utd,loss,360
2020-07-11,Premier League,Chelsea,loss,373
2020-07-11,Premier League,Manchester City,win,1471
2020-07-12,Premier League,Everton,loss,203
2020-07-12,Premier League,Crystal Palace,loss,1034
2020-07-12,Premier League,Arsenal,loss,203
2020-07-15,Premier League,Tottenham,win,238
2020-07-15,Premier League,Wolves,draw,1110
2020-07-15,Premier League,Liverpool,loss,1742
2020-07-16,Premier League,Manchester Utd,win,476
2020-07-16,Premier League,Brighton,draw,423
2020-07-20,Premier League,Newcastle Utd,draw,369
2020-07-20,Premier League,Everton,win,211
2020-07-20,Premier League,Crystal Palace,loss,1042
2020-07-21,Premier League,Manchester City,win,1481
2020-07-21,Premier League,Arsenal,loss,212
2020-07-22,Premier League,West Ham,draw,206
2020-07-22,Premier League,Chelsea,loss,384
2020-07-26,Premier League,Manchester Utd,win,486
2020-07-26,Premier League,Tottenham,draw,249
2020-07-26,Premier League,Wolves,loss,1121
2020-07-26,Premier League,Liverpool,win,1753
2020-07-26,Premier League,Brighton,win,433
2019-08-31,Premier League,Manchester Utd,draw,156
2019-08-31,Premier League,Brighton,loss,103
2019-08-31,Premier League,Liverpool,win,1423
2019-09-01,Premier League,Wolves,loss,792
2019-09-01,Premier League,Tottenham,draw,1888
2019-09-14,Premier League,Newcastle Utd,loss,59
2019-09-14,Premier League,Chelsea,win,72
2019-09-14,Premier League,Crystal Palace,loss,732
2019-09-14,Premier League,Manchester City,loss,1170
2019-09-15,Premier League,Everton,loss,472
2019-09-15,Premier League,Arsenal,draw,441
2019-09-16,Premier League,West Ham,draw,442
2019-09-21,Premier League,Tottenham,loss,1908
2019-09-21,Premier League,Brighton,draw,124
2019-09-22,Premier League,Wolves,draw,813
2019-09-22,Premier League,Manchester Utd,loss,178
2019-09-22,Premier League,Liverpool,win,1445
2019-09-28,Premier League,Liverpool,win,1451
2019-09-28,Premier League,Brighton,loss,131
2019-09-28,Premier League,West Ham,draw,454
2019-09-28,Premier League,Manchester City,win,1184
2019-09-29,Premier League,Newcastle Utd,loss,74
2019-09-30,Premier League,Arsenal,draw,456
2019-10-05,Premier League,Tottenham,loss,1922
2019-10-05,Premier League,Everton,loss,492
2019-10-05,Premier League,Crystal Palace,win,753
2019-10-06,Premier League,Wolves,win,827
2019-10-06,Premier League,Chelsea,win,94
2019-10-06,Premier League,Manchester Utd,loss,192
2019-10-19,Premier League,West Ham,loss,475
2019-10-19,Premier League,Brighton,loss,152
2019-10-19,Premier League,Newcastle Utd,loss,94
2019-10-19,Premier League,Manchester City,win,1205
2019-10-20,Premier League,Liverpool,draw,1473
2019-10-21,Premier League,Arsenal,loss,477
2020-09-12,Premier League,Arsenal,win,265
2020-09-12,Premier League,Newcastle Utd,win,423
2020-09-13,Premier League,Everton,win,266
2020-09-14,Premier League,Wolves,win,1171
2020-09-14,Premier League,Chelsea,win,438
2021-01-12,Premier League,Manchester Utd,win,656
2020-11-27,Premier League,Newcastle Utd,win,499
2020-11-28,Premier League,Liverpool,draw,1878
2020-11-29,Premier League,Manchester Utd,win,612
2020-11-29,Premier League,Tottenham,draw,375
2020-11-29,Premier League,Wolves,win,1247
2020-11-30,Premier League,Fulham,win,641
2020-12-05,Premier League,Everton,draw,349
2020-12-05,Premier League,Fulham,loss,646
2020-12-05,Premier League,Manchester Utd,win,618
2020-12-06,Premier League,Crystal Palace,win,1181
2020-12-06,Premier League,Arsenal,loss,350
2020-12-06,Premier League,Wolves,loss,1254
2021-01-23,Premier League,Newcastle Utd,loss,556
2020-12-11,Premier League,West Ham,win,348
2020-12-12,Premier League,Manchester City,draw,1625
