date,league,team,result,days_in_post
2020-12-12,Premier League,Chelsea,loss,527
2020-12-13,Premier League,Tottenham,draw,389
2020-12-13,Premier League,Liverpool,draw,1893
2020-12-13,Premier League,Brighton,loss,573
2020-12-15,Premier League,Chelsea,loss,530
2020-12-16,Premier League,Everton,win,360
2020-12-16,Premier League,Newcastle Utd,loss,518
2020-12-16,Premier League,Tottenham,loss,392
2020-12-16,Premier League,Crystal Palace,draw,1191
2020-12-16,Premier League,Brighton,draw,576
2020-12-17,Premier League,Manchester Utd,win,630
2020-12-19,Premier League,Liverpool,win,1899
2020-12-19,Premier League,Manchester City,win,1632
2020-12-19,Premier League,Arsenal,loss,363
2020-12-19,Premier League,Fulham,draw,660
2020-12-21,Premier League,Wolves,loss,1269
2020-12-21,Premier League,West Ham,loss,358
2020-12-26,Premier League,Manchester Utd,draw,639
2020-12-26,Premier League,Crystal Palace,loss,1201
2020-12-26,Premier League,Chelsea,loss,541
2020-12-26,Premier League,Everton,win,370
2020-12-26,Premier League,Newcastle Utd,loss,528
2020-12-27,Premier League,Brighton,draw,587
2020-12-27,Premier League,Tottenham,draw,403
2020-12-29,Premier League,West Ham,draw,366
2020-12-29,Premier League,Arsenal,win,373
2020-12-29,Premier League,Wolves,loss,1277
2020-12-30,Premier League,Liverpool,draw,1910
2021-01-13,Premier League,Fulham,draw,685
2021-02-17,Premier League,Manchester City,win,1692
2021-01-01,Premier League,West Ham,win,369
2021-01-02,Premier League,Wolves,draw,1281
2021-01-02,Premier League,Arsenal,win,377
2021-01-03,Premier League,Manchester City,win,1647
2021-01-04,Premier League,Liverpool,loss,1915
2021-02-17,Premier League,Fulham,draw,720
2021-01-12,Premier League,Newcastle Utd,loss,545
2021-01-12,Premier League,Everton,win,387
2021-01-13,Premier League,Brighton,loss,604
2021-01-14,Premier League,Crystal Palace,draw,1220
2021-01-19,Premier League,Chelsea,loss,565
2021-01-20,Premier League,Manchester Utd,win,664
2021-03-21,Premier League,Tottenham,win,487
2021-01-16,Premier League,Brighton,win,607
2021-01-16,Premier League,Chelsea,win,562
2021-01-17,Premier League,Tottenham,win,424
2021-01-17,Premier League,Manchester Utd,draw,661
2021-01-17,Premier League,Crystal Palace,loss,1223
2021-01-18,Premier League,Newcastle Utd,loss,551
2021-05-13,Premier League,Everton,draw,508
2020-09-19,Premier League,Fulham,loss,569
2020-09-19,Premier League,Crystal Palace,win,1103
2020-09-19,Premier League,West Ham,loss,265
2020-09-20,Premier League,Tottenham,win,305
2020-09-20,Premier League,Brighton,win,489
2020-09-20,Premier League,Liverpool,win,1809
2020-09-21,Premier League,Manchester City,win,1543
2021-01-26,Premier League,West Ham,win,394
2021-01-26,Premier League,Manchester City,win,1670
2021-01-26,Premier League,Arsenal,win,401
2021-01-27,Premier League,Wolves,draw,1306
2021-01-27,Premier League,Fulham,draw,699
2021-01-28,Premier League,Liverpool,win,1939
2021-01-30,Premier League,Newcastle Utd,win,563
2021-01-30,Premier League,Wolves,loss,1309
2021-01-30,Premier League,Fulham,draw,702
2021-01-30,Premier League,Manchester Utd,draw,674
2021-01-31,Premier League,Liverpool,win,1942
2021-01-31,Premier League,Tottenham,loss,438
2021-02-02,Premier League,Arsenal,loss,408
2021-02-02,Premier League,Crystal Palace,win,1239
2021-02-03,Premier League,Manchester City,win,1678
2021-02-03,Premier League,Everton,win,409
2021-02-03,Premier League,Brighton,win,625
2021-02-03,Premier League,West Ham,win,402
2021-02-04,Premier League,Chelsea,win,9
2021-02-06,Premier League,Arsenal,loss,412
2021-02-06,Premier League,Brighton,draw,628
2021-02-06,Premier League,West Ham,draw,405
2021-02-06,Premier League,Everton,draw,412
2021-02-07,Premier League,Manchester City,win,1682
2021-02-07,Premier League,Chelsea,win,12
2021-02-08,Premier League,Crystal Palace,loss,1245
2021-02-13,Premier League,Liverpool,loss,1955
2021-02-13,Premier League,Tottenham,loss,451
2021-02-14,Premier League,Wolves,win,1324
2021-02-14,Premier League,Manchester Utd,draw,689
2021-02-14,Premier League,Fulham,win,717
2021-02-15,Premier League,Newcastle Utd,loss,579
2021-02-20,Premier League,Chelsea,draw,25
2021-02-20,Premier League,Everton,win,426
2021-02-21,Premier League,Tottenham,loss,459
2021-02-21,Premier League,Manchester City,win,1696
2021-02-21,Premier League,Newcastle Utd,loss,585
2021-02-22,Premier League,Crystal Palace,win,1259
2021-02-27,Premier League,West Ham,loss,426
2021-02-27,Premier League,Brighton,loss,649
2021-02-27,Premier League,Wolves,draw,1337
2021-02-28,Premier League,Fulham,draw,731
2021-02-28,Premier League,Arsenal,win,434
2021-02-28,Premier League,Manchester Utd,draw,703
2021-02-28,Premier League,Liverpool,win,1970
2021-03-06,Premier League,Arsenal,draw,440
2021-03-06,Premier League,Wolves,draw,1344
2021-03-07,Premier League,Newcastle Utd,draw,599
2021-03-07,Premier League,Fulham,win,738
2021-03-07,Premier League,Manchester Utd,win,710
2021-03-07,Premier League,Crystal Palace,loss,1272
2021-03-08,Premier League,Everton,loss,442
2021-03-13,Premier League,Chelsea,draw,46
2021-03-13,Premier League,Manchester City,win,1716
2021-03-14,Premier League,Brighton,win,664
2021-03-14,Premier League,Tottenham,loss,480
2021-03-14,Premier League,West Ham,loss,441
2021-03-15,Premier League,Liverpool,win,1985
2021-03-02,Premier League,Wolves,loss,1340
2021-03-03,Premier League,Manchester Utd,draw,706
2021-03-04,Premier League,Everton,win,438
2021-03-04,Premier League,Chelsea,win,37
2021-03-20,Premier League,Newcastle Utd,loss,612
2021-03-21,Premier League,Arsenal,draw,455
2020-09-26,Premier League,Manchester Utd,win,548
2020-09-26,Premier League,Everton,win,279
2020-09-26,Premier League,Chelsea,draw,450
2020-09-27,Premier League,Newcastle Utd,draw,438
2020-09-27,Premier League,Wolves,loss,1184
2020-09-28,Premier League,Arsenal,loss,281
2021-04-03,Premier League,Manchester City,win,1737
2021-04-04,Premier League,Tottenham,draw,501
2021-04-04,Premier League,Fulham,loss,766
2021-04-04,Premier League,Brighton,loss,685
2021-04-05,Premier League,Crystal Palace,draw,1301
2021-04-05,Premier League,West Ham,win,463
2021-04-09,Premier League,Wolves,win,1378
2021-04-10,Premier League,Chelsea,win,74
2021-04-11,Premier League,Newcastle Utd,win,634
2021-04-11,Premier League,Manchester Utd,win,745
2021-04-11,Premier League,Arsenal,win,476
2021-04-12,Premier League,Everton,draw,477
2021-04-16,Premier League,Tottenham,draw,513
2021-04-17,Premier League,West Ham,loss,475
2021-04-18,Premier League,Fulham,draw,780
2021-04-20,Premier League,Brighton,draw,701
2021-04-21,Premier League,Manchester City,win,1755
2021-05-11,Premier League,Crystal Palace,loss,1337
2021-03-04,Premier League,Tottenham,win,470
2021-04-23,Premier League,Everton,win,488
2021-04-24,Premier League,Newcastle Utd,draw,647
2021-04-24,Premier League,Chelsea,win,88
2021-04-24,Premier League,Brighton,loss,705
2021-04-25,Premier League,Manchester Utd,draw,759
2021-04-26,Premier League,Crystal Palace,loss,1322
2021-05-01,Premier League,Manchester City,win,1765
2021-05-01,Premier League,Fulham,loss,793
2021-05-02,Premier League,Arsenal,win,497
2021-05-03,Premier League,Wolves,draw,1402
2021-05-03,Premier League,West Ham,win,491
2021-05-07,Premier League,Newcastle Utd,win,660
2021-05-08,Premier League,Crystal Palace,win,1334
2021-05-08,Premier League,Chelsea,win,102
2021-05-09,Premier League,Brighton,loss,720
2021-05-09,Premier League,Manchester Utd,win,773
2021-05-09,Premier League,Everton,win,504
2021-05-12,Premier League,Arsenal,win,507
2021-05-14,Premier League,Manchester City,win,1778
2021-05-15,Premier League,Fulham,loss,807
2021-05-15,Premier League,West Ham,draw,503
2021-05-16,Premier League,Wolves,loss,1415
2021-05-18,Premier League,Fulham,draw,810
2021-05-18,Premier League,Manchester City,loss,1782
2021-05-19,Premier League,Wolves,loss,1418
2021-05-19,Premier League,Arsenal,win,514
2021-05-19,Premier League,West Ham,win,507
2021-05-23,Premier League,Chelsea,loss,117
2021-05-23,Premier League,Everton,loss,518
2021-05-23,Premier League,Manchester Utd,win,787
2021-05-23,Premier League,Brighton,loss,734
2021-05-23,Premier League,Crystal Palace,loss,1349
2021-05-23,Premier League,Newcastle Utd,win,676
2020-10-03,Premier League,Crystal Palace,loss,1117
2020-10-03,Premier League,Brighton,loss,502
2020-10-03,Premier League,Manchester City,draw,1555
2020-10-04,Premier League,West Ham,win,280
2020-10-04,Premier League,Fulham,loss,584
2020-10-04,Premier League,Tottenham,win,319
2020-10-04,Premier League,Liverpool,loss,1823
2020-10-17,Premier League,Liverpool,draw,1836
2020-10-17,Premier League,Arsenal,loss,300
2020-10-17,Premier League,Manchester Utd,win,569
2020-10-18,Premier League,Fulham,draw,598
2020-10-18,Premier League,Brighton,draw,517
2020-10-18,Premier League,West Ham,draw,294
2020-10-19,Premier League,Wolves,win,1206
2020-10-24,Premier League,Manchester City,draw,1576
2020-10-24,Premier League,Crystal Palace,win,1138
2020-10-24,Premier League,Chelsea,draw,478
2020-10-25,Premier League,Everton,loss,308
2020-10-25,Premier League,Newcastle Utd,draw,466
2020-10-26,Premier League,Tottenham,win,341
2020-10-30,Premier League,Crystal Palace,loss,1144
2020-10-31,Premier League,Manchester City,win,1583
2020-10-31,Premier League,Chelsea,win,485
2020-10-31,Premier League,West Ham,loss,307
2020-11-01,Premier League,Everton,loss,315
2020-11-01,Premier League,Arsenal,win,315
2020-11-01,Premier League,Brighton,loss,531
2020-11-06,Premier League,Newcastle Utd,loss,478
2020-11-07,Premier League,Manchester Utd,win,590
2020-11-07,Premier League,Fulham,loss,618
2020-11-08,Premier League,Tottenham,win,354
2020-11-08,Premier League,Wolves,loss,1226
2020-11-08,Premier League,Liverpool,draw,1858
2020-11-21,Premier League,Chelsea,win,506
2020-11-21,Premier League,Brighton,win,551
2020-11-21,Premier League,Manchester City,loss,1604
2020-11-22,Premier League,Everton,win,336
2020-11-22,Premier League,West Ham,win,329
2020-11-22,Premier League,Arsenal,draw,336
2020-11-23,Premier League,Crystal Palace,loss,1168
2021-08-13,Premier League,Arsenal,loss,600
2021-08-14,Premier League,Wolves,loss,44
2021-08-14,Premier League,Brighton,win,817
2021-08-14,Premier League,Crystal Palace,loss,41
2021-08-15,Premier League,West Ham,win,595
2021-08-15,Premier League,Manchester City,loss,1871
2021-10-30,Premier League,Arsenal,win,678
2021-10-30,Premier League,Chelsea,win,277
2021-10-30,Premier League,Brighton,draw,894
2021-10-30,Premier League,Crystal Palace,win,118
2021-10-30,Premier League,Manchester Utd,win,947
2021-10-31,Premier League,West Ham,win,672
2021-11-01,Premier League,Everton,loss,123
2021-11-06,Premier League,Manchester City,win,1954
2021-11-06,Premier League,Wolves,loss,128
2021-11-07,Premier League,Tottenham,draw,5
2021-11-20,Premier League,Chelsea,win,298
2021-11-20,Premier League,West Ham,loss,692
2021-11-20,Premier League,Manchester Utd,loss,968
2021-11-20,Premier League,Brighton,loss,915
2021-11-20,Premier League,Crystal Palace,draw,139
2021-11-20,Premier League,Arsenal,loss,699
2021-11-21,Premier League,Everton,loss,143
2021-11-27,Premier League,Newcastle Utd,loss,19
2021-11-27,Premier League,Wolves,draw,149
2021-11-28,Premier League,Everton,loss,150
2021-11-28,Premier League,West Ham,loss,700
2022-02-23,Premier League,Tottenham,loss,113
2021-11-30,Premier League,Crystal Palace,loss,149
2021-12-01,Premier League,Brighton,draw,926
2021-12-01,Premier League,Chelsea,win,309
2021-12-01,Premier League,Manchester City,win,1979
2021-12-02,Premier League,Arsenal,loss,711
2021-12-04,Premier League,Chelsea,loss,312
2021-12-04,Premier League,Brighton,draw,929
2021-12-04,Premier League,Manchester City,win,1982
2021-12-05,Premier League,Crystal Palace,loss,154
2021-12-06,Premier League,Arsenal,loss,715
2021-12-11,Premier League,Wolves,loss,163
2021-12-12,Premier League,West Ham,draw,714
2021-12-12,Premier League,Newcastle Utd,loss,34
2021-12-12,Premier League,Everton,loss,164
2022-03-16,Premier League,Tottenham,win,134
2021-12-15,Premier League,Wolves,win,167
2021-12-15,Premier League,West Ham,loss,717
2021-12-16,Premier League,Everton,draw,168
2021-12-16,Premier League,Newcastle Utd,loss,38
2022-01-19,Premier League,Tottenham,win,78
2021-12-18,Premier League,Arsenal,win,727
2021-12-19,Premier League,Chelsea,draw,327
2021-12-19,Premier League,Manchester City,win,1997
2022-02-15,Premier League,Brighton,loss,1002
2022-02-23,Premier League,Crystal Palace,win,234
2021-12-26,Premier League,Arsenal,win,735
2021-12-26,Premier League,Crystal Palace,loss,175
2021-12-26,Premier League,Chelsea,win,334
2022-04-06,Premier League,Everton,loss,65
2021-08-21,Premier League,Newcastle Utd,loss,766
2021-08-21,Premier League,Everton,draw,51
2021-08-22,Premier League,Tottenham,win,52
2021-08-22,Premier League,Manchester Utd,draw,878
2021-08-22,Premier League,Chelsea,win,208
2021-12-28,Premier League,Tottenham,draw,56
2021-12-28,Premier League,West Ham,win,730
2021-12-29,Premier League,Brighton,draw,954
2022-02-24,Premier League,Wolves,loss,238
2022-03-17,Premier League,Newcastle Utd,loss,129
2022-01-01,Premier League,Tottenham,win,60
2022-01-01,Premier League,West Ham,win,734
2022-01-02,Premier League,Brighton,win,958
2022-01-03,Premier League,Wolves,win,186
2022-03-10,Premier League,Newcastle Utd,win,122
2022-01-14,Premier League,Crystal Palace,draw,194
2022-01-15,Premier League,Chelsea,loss,354
2022-01-15,Premier League,Everton,loss,198
2022-05-12,Premier League,Arsenal,loss,872
2022-01-22,Premier League,Newcastle Utd,win,75
2022-01-22,Premier League,West Ham,loss,755
2022-01-22,Premier League,Wolves,win,205
2022-01-23,Premier League,Brighton,draw,979
2022-01-23,Premier League,Tottenham,loss,82
2022-01-18,Premier League,Chelsea,draw,357
2022-02-08,Premier League,Everton,loss,8
2022-02-09,Premier League,Crystal Palace,draw,220
2022-02-10,Premier League,Arsenal,win,781
2022-02-12,Premier League,Crystal Palace,draw,223
2022-02-12,Premier League,Brighton,win,999
2022-02-13,Premier League,Wolves,win,227
2022-02-13,Premier League,West Ham,draw,777
2022-04-20,Premier League,Arsenal,win,850
2022-02-19,Premier League,Newcastle Utd,draw,103
2022-02-19,Premier League,Everton,loss,19
2022-02-19,Premier League,Chelsea,win,389
2022-02-19,Premier League,Tottenham,win,109
2022-02-26,Premier League,Tottenham,win,116
2022-02-26,Premier League,Newcastle Utd,win,110
2022-02-27,Premier League,Wolves,loss,241
2022-03-05,Premier League,Brighton,loss,1020
2022-03-05,Premier League,Chelsea,win,403
2022-03-05,Premier League,Crystal Palace,win,244
2022-03-05,Premier League,West Ham,loss,797
2022-03-06,Premier League,Arsenal,win,805
2022-03-07,Premier League,Everton,loss,35
2022-03-12,Premier League,Tottenham,loss,130
2022-03-13,Premier League,Newcastle Utd,loss,125
2022-03-13,Premier League,Wolves,win,255
2021-08-28,Premier League,Arsenal,loss,615
2021-08-28,Premier League,Crystal Palace,draw,55
2021-08-28,Premier League,Everton,win,58
2021-08-28,Premier League,Chelsea,draw,214
2021-08-29,Premier League,Manchester Utd,win,885
2022-03-10,Premier League,Chelsea,win,408
2022-03-19,Premier League,Arsenal,win,818
2022-03-20,Premier League,West Ham,loss,812
2022-04-20,Premier League,Crystal Palace,loss,290
2022-04-20,Premier League,Brighton,loss,1066
2022-05-11,Premier League,Everton,draw,100
2022-04-03,Premier League,Everton,loss,62
2022-04-03,Premier League,Newcastle Utd,loss,146
2022-04-04,Premier League,Arsenal,loss,834
2022-04-08,Premier League,Wolves,loss,281
2022-04-09,Premier League,Brighton,win,1055
2022-04-09,Premier League,Chelsea,win,438
2022-04-09,Premier League,Tottenham,win,158
2022-04-10,Premier League,West Ham,loss,833
2022-04-10,Premier League,Crystal Palace,loss,280
2022-04-16,Premier League,Brighton,win,1062
2022-04-16,Premier League,Arsenal,loss,846
2022-05-11,Premier League,Chelsea,win,470
2022-05-19,Premier League,Crystal Palace,loss,319
2022-04-23,Premier League,Newcastle Utd,win,166
2022-04-23,Premier League,Tottenham,draw,172
2022-04-24,Premier League,Wolves,loss,297
2022-04-24,Premier League,West Ham,loss,847
2022-04-24,Premier League,Everton,loss,83
2022-04-30,Premier League,Brighton,win,1076
2022-04-30,Premier League,Crystal Palace,win,300
2022-05-01,Premier League,Chelsea,loss,460
2022-05-01,Premier League,Arsenal,win,861
2022-05-07,Premier League,Wolves,draw,310
2022-05-07,Premier League,Tottenham,draw,186
2022-05-08,Premier League,Everton,win,97
2022-05-08,Premier League,West Ham,win,861
2022-05-08,Premier League,Newcastle Utd,loss,181
2022-04-28,Premier League,Chelsea,draw,457
2022-05-15,Premier League,Brighton,draw,1091
2022-05-15,Premier League,Crystal Palace,draw,315
2022-05-16,Premier League,Arsenal,loss,876
2022-05-22,Premier League,Everton,loss,111
2022-05-22,Premier League,West Ham,loss,875
2022-05-22,Premier League,Tottenham,win,201
2022-05-22,Premier League,Wolves,loss,325
2022-05-22,Premier League,Newcastle Utd,win,195
2021-09-11,Premier League,Tottenham,loss,72
2021-09-11,Premier League,Wolves,win,72
2021-09-11,Premier League,Brighton,win,845
2021-09-11,Premier League,Newcastle Utd,loss,787
2021-09-11,Premier League,Manchester City,win,1898
2021-09-11,Premier League,West Ham,draw,622
2021-09-18,Premier League,Crystal Palace,loss,76
2021-09-18,Premier League,Arsenal,win,636
2021-09-18,Premier League,Everton,loss,79
2021-09-19,Premier League,Manchester Utd,win,906
2021-09-19,Premier League,Chelsea,win,236
2021-09-25,Premier League,Manchester City,win,1912
2021-09-25,Premier League,West Ham,win,636
2021-09-25,Premier League,Newcastle Utd,draw,801
2021-09-26,Premier League,Wolves,win,87
